,name,type,formed,location_x,stage,company,acquired,searchfund_index,searchWebsite,companyWebsite,industry,location_y,searchers,investors,associates,search time
197,Valde Capital Investment Co  ,Traditional,2013-06-01,"Philadelphia, PA, United States",Acquired,Inspired eLearning LLC,2014-10-01,262,http://valdecapital.com/,http://www.inspiredelearning.com,Software,"San Antonio, TX, United States",['Felix\xa0Odigie '],"['Jim\xa0Southern', 'Coley\xa0Andrews', ""Michael F\xa0O'Connell"", ""MK\xa0O'Connell"", 'Glenn\xa0Healey', 'Paul\xa0Rogers', 'David\xa0Carver', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'Tim\xa0Ludwig', 'Kent\xa0Weaver', 'Scott\xa0Asen', 'Will\xa0Thorndike', 'Todd\xa0Sandoz ', 'Peter\xa0Francis ', 'Scott\xa0Alderman', 'Todd\xa0Tracey']",[],487.0
198,Ariol Capital  ,Traditional,2010-08-08,"Barcelona, Spain",Acquired,Repli,2014-10-10,173,http://www.ariolcapital.com,http://www.repli.es/,Wholesale,"Barcelona, Spain",['Marc\xa0Bartomeus'],"['Rob\xa0Johnson ', 'Scott\xa0Asen', 'León\xa0Bartolomé ', 'Peter\xa0Kelly', 'Luis\xa0Cabiedes', 'Sandro\xa0Mina', 'Maurice\xa0Pinto ', 'Jürgen\xa0Rilling ', 'Will\xa0Thorndike', 'Simon\xa0Webster']",['Ian\xa0Nieboer'],1524.0
199,Eagle Ridge Growth Partners  ,Traditional,2013-06-01,"Mandeville, Louisiana, United States",Acquired,PEC Safety,2014-11-01,269,http://eagleridgegrowth.com/,http://www.pecsafety.com,Business Services,"Mandeville, Louisiana, United States",['Colby\xa0Lane '],"['Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Jim\xa0Southern', 'Coley\xa0Andrews', 'Joel\xa0Peterson', 'Dan\xa0Peterson ', 'Brandon\xa0Cope ', 'Bill\xa0Egan ', 'Craig\xa0Burr ', 'David\xa0Lazier', 'Gerald\xa0Risk', 'Jim\xa0Ellis', 'Kevin\xa0Taweel', 'Matthew\xa0Burr', 'Peter\xa0Kelly', 'Richard\xa0Augustyn', 'Tom\xa0Cassutt', 'Greg\xa0Matthews', 'Grant\xa0Schafle', 'Larry\xa0Dunn']",[],518.0
200,Gestalt Equity Partners  ,Traditional,2012-11-01,"Toronto, ON, Canada",Acquired,T-Base Communications Inc.,2014-11-01,263,http://www.gestaltequity.com/,http://www.tbase.com,Business Services,"Ottawa, ON, Canada","['Bruce\xa0Moszcelt ', 'Trevor\xa0Lwin ']","['Sandro\xa0Mina', 'Martin\xa0Steber', 'Bill\xa0Egan ', 'Jim\xa0Edmunds', 'Rich\xa0Kelley', 'David\xa0Carver', 'Todd\xa0Tracey', 'Gerald\xa0Risk', 'Kent\xa0Weaver', 'Will\xa0Thorndike', 'Tim\xa0Ludwig', 'Jim\xa0Perry ', 'Kevin\xa0Taweel', 'A.J.\xa0Wasserstein']",[],730.0
201,Phoenix Strategy  ,Traditional,2002-02-02,"Boston, MA, United States",Acquired,LEDCO,2014-12-12,137,http://phoenixstrategy.com/,,Manufacturing,"Michigan, United States","['Daniel\xa0Muzquiz', 'David\xa0Schnabel', 'Mike\xa0Zani']","['Christopher\xa0Heinz ', 'Bruce\xa0Macleod ', 'James\xa0Goodman', ""Michael F\xa0O'Connell"", 'German\xa0Pereira ', 'John\xa0Puckett ', 'Charles\xa0Shumway ', 'Howard\xa0Stevenson ']",[],4696.0
202,Peterson Partners - Search Principal Travis Everton  ,Single Sponsor,2012-05-05,"Salt Lake City, UT, United States",Acquired,Performance Systems Integration,2014-12-12,82,http://petersonpartners.com/,http://www.psintegrated.com/,Construction,"Portland, OR, United States",['Travis\xa0Everton'],"['Aaron\xa0Gabbart', 'Matthew\xa0Day ', 'Clint\xa0Peterson', 'Brian\xa0Kelly', 'Joel\xa0Peterson']",[],951.0
203,Uncharted Capital  ,Single Sponsor,2014-07-07,"Omaha, NE, United States",Acquired,gWorks,2015-01-01,182,http://www.unchartedcapital.com/,https://www.gworks.com/,Software,"Omaha, NE, USA",['Joseph\xa0Heieck'],"['Rick\xa0Ruback', 'Royce\xa0Yudkoff']",[],178.0
204,Oak Stream Partners  ,Traditional,2013-01-01,"Westlake Village, CA, United States",Acquired,SCJ Insurance Services,2015-01-01,48,http://www.oakstreampartners.com/,http://www.scjinsuranceservices.com/,Insurance,"Pleasanton, CA, United States",['Ryan\xa0Addis'],"['Jeff\xa0Stevens', 'Allen\xa0Hill ', 'Paul\xa0Davies', 'Rene\xa0Lajous', 'Chris\xa0Sekula', 'Jim\xa0Southern', 'Coley\xa0Andrews', 'Jason\xa0Luther', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'David\xa0Carver', 'Ashley\xa0Giesler', 'Greg\xa0Matthews', 'Doug\xa0Tudor ', 'Ken\xa0Bowdon', 'Anthony\xa0Roberts', 'Tim\xa0Ludwig', 'Bob\xa0Oster ', 'Kent\xa0Weaver', 'Richard\xa0Augustyn', 'Gerald\xa0Risk', 'Jim\xa0Ellis', 'Kevin\xa0Taweel', 'Bret\xa0Comolli', 'Grant\xa0Schafle', 'Larry\xa0Dunn']","['David\xa0Buckley', 'Steve\xa0Dallas ']",730.0
205,Snowdon Partners  ,Traditional,2016-12-28,"Montreal, QC, Canada",Acquired,Incursion Voyages,2015-01-01,313,http://www.snowdonpartners.ca,https://www.incursion-voyages.com/,Consumer Services,"815 Boulevard Lebourgneuf Bureau 301, Québec, QC G2J 0C1, Canada","['Liroy\xa0Haddad ', 'Dan\xa0Chetrit']","['Howard\xa0Balloch ', 'Pierre\xa0Donaldson ', 'Georges\xa0Karam ', 'Maurice\xa0Pinsonnault ', 'Pierre\xa0Thabet ', 'André\xa0Courtemanche ', 'Marcel\xa0Dutil ', 'Francois\xa0Lambert ', 'Guy\xa0Savard ']",[],-727.0
206,Hollivine Partners  ,Traditional,2008-01-01,"Park City, Utah, United States",Inactive,,2015-01-01,684,,,Manufacturing,,['Kamm\xa0Kartchner'],[],[],2557.0
207,Highland Creek Partners  ,Traditional,2013-04-18,"Toronto, ON, Canada",Acquired,dESCO LLC (now FieldEdge),2015-01-29,261,http://www.hlcpartners.com/,https://fieldedge.com/company/,Business Services,"Fort Myers, FL, United States","['Rameez\xa0Ansari ', 'Steve\xa0Lau ']","['A.J.\xa0Wasserstein', 'Paul\xa0Davies', 'Kent\xa0Weaver', 'Rene\xa0Lajous', 'Lacey\xa0Wismer', 'Scott\xa0Asen', 'Coley\xa0Andrews', 'Matt\xa0Zucker', 'Harold\xa0Mottet', 'Craig\xa0Burr ', 'Michael\xa0Rutner', 'Tom\xa0Cassutt', 'Glenn\xa0Healey', 'Robert\xa0Dahl ', 'Paul\xa0Rogers', 'Bill\xa0Egan ', 'David\xa0Carver', 'Jim\xa0Ellis', 'Rich\xa0Kelley', 'Peter\xa0Francis ', 'Jim\xa0Edmunds', 'John\xa0Hunkin ', 'Jim\xa0Southern', 'David\xa0Lazier', 'Tim\xa0Ludwig', 'Sandro\xa0Mina', 'Joe\xa0Niehaus', 'Gerald\xa0Risk', 'Rafael\xa0Somoza', 'Martin\xa0Steber', 'José\xa0Stella', 'Kevin\xa0Taweel', 'Will\xa0Thorndike', 'Bob\xa0Oster ', 'Chris\xa0Sekula', 'Natalie\xa0Cryer', 'Ken\xa0Bowdon', 'Anthony\xa0Roberts', 'Carolyn\xa0Hubach', 'Todd\xa0Tracey', 'Richard\xa0Augustyn', 'Larry\xa0Dunn', 'Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Greg\xa0Matthews', 'Grant\xa0Schafle', 'Scott\xa0Alderman']","['Kyle\xa0Zhao ', 'Yvonne\xa0Lin ', 'Zain\xa0Jafry ', 'Khaoula\xa0Siddiqi ', 'Kevin\xa0Temke ', 'Marc\xa0Werthmoeller ', 'Watson\xa0Lin ', 'Lester\xa0Tam ']",651.0
208,Toma Capital Management  ,Traditional,2012-01-01,"Santa Monica, CA, United States",Acquired,"EZ Shipper Racks, LLC. (EZR)",2015-02-01,258,website inactive; http://www.tomacapital.com/,http://www.ezrack.com/,Manufacturing,"Westlake Village, CA, United States",['Ned\xa0Tomasevic'],"['Jeff\xa0Stevens', 'Paul\xa0Davies', 'Rene\xa0Lajous', 'Glenn\xa0Healey', 'Paul\xa0Rogers', 'David\xa0Carver', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'A.J.\xa0Wasserstein', 'Andrew\xa0Hunter ', 'Bill\xa0Egan ', 'Craig\xa0Burr ', 'David\xa0Dodson', 'David\xa0Lazier', 'Gerald\xa0Risk', 'Jim\xa0Ellis', 'José\xa0Stella', 'Kevin\xa0Taweel', 'Kent\xa0Weaver', ""Michael F\xa0O'Connell"", 'Rafael\xa0Somoza', 'Ted\xa0McCarthy', 'Tim\xa0Ludwig', 'Tom\xa0Cassutt', 'Lacey\xa0Wismer', 'Ashley\xa0Giesler', 'Harold\xa0Mottet', 'Greg\xa0Matthews', 'Grant\xa0Schafle', 'J.T.\xa0Fitzgerald']",[],1127.0
209,Lottus Capital Partners  ,Self Funded,2013-03-03,"Col Roma, Mexico City, Mexico",Acquired,Universidad Tres Culturas,2015-02-07,66,inactive: http://www.lottuscapital.com/,http://utc.mx/index.php,Consumer Services,"Mexico City, Mexico","['Angel\xa0Alvarez Cadavieco', 'Guillermo\xa0Zambrano', 'Jesus\xa0Lanza']","['Jose Antonio\xa0Fernandez Garza-Laguera ', 'Pelayo\xa0Cortina Koplowitz ', 'Jose\xa0Rion Cantu ', 'Mario\xa0Laborin Gomez ', 'Bernard\xa0Minkow Wengerman ', 'Javier\xa0Najera Muñoz ']",[],706.0
210,Kronos Kapital & Management AG  ,Traditional,2013-01-01,Switzerland,Acquired,Herchenbach Industrie-Zeltebau GmbH,2015-03-01,354,,https://www.herchenbach.de/,Construction,"Hennef, Germany",['Till\xa0Bossert '],"['Tobias\xa0Raeber ', 'Sandro\xa0Mina', 'Martin\xa0Steber', 'Kirk\xa0Riedinger', 'Jamie\xa0Turner ', 'Gerald\xa0Risk', 'Will\xa0Thorndike', 'Jan-Henning\xa0Woitschatzke', 'Jürgen\xa0Rilling ', 'Jurgen\xa0von Wendorff ', 'Claus\xa0von Loeper ', 'Andreas\xa0Schober ', 'Peter\xa0Kelly', 'Rob\xa0Johnson ']",[],789.0
211,Infinitas Ventures  ,Traditional,2011-03-01,"Bellevue, WA, United States",Acquired,"Battery Power Systems, LLC",2015-03-01,437,,http://www.batterypowersystems.com/,Business Services,"Pacific, WA, United States",['Roderick\xa0Jones '],"['Peter\xa0Francis ', 'Shyam\xa0Kambeyanda ', 'Gerald\xa0Risk', 'Todd\xa0Sandoz ', 'Jeff\xa0Stevens', 'Kevin\xa0Taweel', 'Will\xa0Thorndike', 'Graham\xa0Weaver', 'Ashley\xa0Giesler', 'Greg\xa0Matthews', 'Grant\xa0Schafle']",[],1461.0
212,District Line Partners (DLP)  ,Traditional,2013-10-10,"Washington, DC, United States",Acquired,Planet DDS,2015-03-03,120,http://www.districtlinepartners.com/,https://www.planetdds.com/,Software,"Orange County, CA, United States","['Eric\xa0Giesecke', 'Blake\xa0Rice']","['Paul\xa0Davies', 'Rene\xa0Lajous', 'Chris\xa0Sekula', 'Natalie\xa0Cryer', 'Ken\xa0Bowdon', 'Anthony\xa0Roberts', 'Carolyn\xa0Hubach', 'Matt\xa0Zucker', 'Aaron\xa0Gabbart', 'Matthew\xa0Day ', 'Clint\xa0Peterson', 'Joel\xa0Peterson', 'Glenn\xa0Healey', 'Zachary\xa0Urban', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'David\xa0Carver', 'Todd\xa0Tracey', 'A.J.\xa0Wasserstein', 'Andy\xa0Love', 'B.A.\xa0Cullum', 'Brad\xa0Buser', 'David\xa0Lazier', 'Doug\xa0Tudor ', 'Gerald\xa0Risk', 'Jim\xa0Sharpe', 'Jon\xa0Altschuler', 'José\xa0Stella', 'Kent\xa0Weaver', 'Kevin\xa0Maroni ', 'Martin\xa0Steber', 'Matt\xa0Estep', 'Rafael\xa0Somoza', 'Richard\xa0Augustyn', 'Larry\xa0Dunn', 'Sandro\xa0Mina', 'Steven\xa0Wheelwright', 'Tim\xa0Ludwig', 'Tom\xa0Cassutt', 'Will\xa0Thorndike', 'Nicolas\xa0Lulli', 'Alfonso\xa0Blohm', 'J.T.\xa0Fitzgerald', 'Sam\xa0Duprey ']",[],509.0
213,Davis Square Group  Indiana University at Bloomington,Self Funded,2013-01-20,"Boston, MA, United States",Acquired,Adtech Systems,2015-03-15,19,http://www.davissquaregroup.com/,http://www.adtechsystems.com/,Software,"Sudbury, MA, United States","['Dustin\xa0Campbell', 'Philip\xa0Muscatello ', 'Erik\xa0Waters ']",[],[],784.0
214,"Alaska Search Partners, LLC  ",Traditional,2012-01-01,"Alaska, United States",Acquired,"Alaska Sleep Clinic, Inc",2015-04-01,338,,http://www.alaskasleep.com/,Healthcare,"Alaska, United States",['Jodi\xa0Johnson '],[],[],1186.0
215,Arpa Capital  ,Traditional,2014-06-06,"Mexico City, Mexico",Acquired,4P/MX,2015-04-01,158,http://arpacapital.com/,http://www.4p.com.mx/,Insurance,"Mexico City, Mexico","['Andrei\xa0Papayanopulos', 'Vicente\xa0Ariztegui Legorreta']","['Sandro\xa0Mina', 'Martin\xa0Steber']",[],299.0
216,Oakhill Equity  ,Traditional,2013-01-01,"Pittsburgh, PA, United States",Inactive,,2015-04-15,160,,,,,"['Ryan\xa0Zafris', 'Scott\xa0Rogerson']","['Jeff\xa0Stevens', 'Lacey\xa0Wismer', 'Ashley\xa0Giesler', 'Greg\xa0Matthews', 'Grant\xa0Schafle', 'Richard\xa0Augustyn', 'Larry\xa0Dunn', ""Michael F\xa0O'Connell"", 'Jim\xa0Southern', 'Coley\xa0Andrews', 'Joel\xa0Peterson', 'Aaron\xa0Gabbart', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'David\xa0Carver', 'Todd\xa0Tracey', 'Scott\xa0Asen', 'A.J.\xa0Wasserstein', 'Andrew\xa0Hunter ', 'Craig\xa0Rogerson ', 'Craig\xa0Burr ', 'David\xa0Lazier', 'Gerald\xa0Risk', 'Kent\xa0Weaver', 'Matthew\xa0Burr', 'Michael\xa0Miles', 'Tim\xa0Ludwig', 'Tom\xa0Cassutt', 'Robert\xa0Dahl ', 'Bill\xa0Egan ', 'Mark\xa0Egan ']","['John\xa0Quinn', 'Andrew\xa0Magulick']",834.0
217,TXE Capital  Texas A&M University,Single Sponsor,2013-07-06,"Houston, TX, United States",Acquired,L-K Industries,2015-04-16,26,http://www.txecapital.com,http://www.lk-ind.com/,Oil and Gas,"Houston, TX, United States",['Eric\xa0Calderon'],"['Rick\xa0Ruback', 'Royce\xa0Yudkoff']",[],649.0
218,East Range Partners  ,Self Funded,2014-05-24,"Boston, MA, United States",Acquired,Pure Flow (2015) & Atlas High Purity Solutions (2018),2015-04-20,16,http://www.eastrangepartners.com/,http://www.pure-flow.com/,Business Services,"Peterborough, NH, United States","['Tyler\xa0Hogan', 'Mike\xa0Donovan']",[],[],331.0
219,Ortus Capital  ,Traditional,2009-06-01,"New Delhi, Delhi, India",Acquired,Origo Commodities Management (agricultural commodities management services),2015-05-01,946,,http://origoindia.com/,Business Services,"Gurugram, Haryana 122002, India","['Sunoor\xa0Kaul', 'Mayank\xa0Dhanuka ']","['Sandro\xa0Mina', 'Martin\xa0Steber', ""MK\xa0O'Connell"", ""Michael F\xa0O'Connell""]",[],2160.0
220,Lighthouse Equity Partners (Atlanta)  ,Traditional,2013-01-01,"Atlanta, GA, United States",Acquired,National Video Monitoring,2015-05-01,310,http://www.lighthouse-equity.com/,http://www.nvmcsecurity.com/,Business Services,"Atlanta, GA, United States",['Markus\xa0Scott '],"['David\xa0Dodson', 'Rene\xa0Lajous', 'Paul\xa0Davies', 'Scott\xa0Peterson ', 'Gerald\xa0Risk', 'Harold\xa0Mottet', 'Peter\xa0Brockway ', 'Craig\xa0Burr ', 'Matthew\xa0Burr', 'Robert\xa0Dahl ', 'Bill\xa0Egan ', 'Peter\xa0Kelly', 'Peter\xa0Klein ', 'Tim\xa0Ludwig', 'Karen\xa0Moriarty', 'Rafael\xa0Somoza', 'José\xa0Stella', 'A.J.\xa0Wasserstein', 'Kent\xa0Weaver', 'Coley\xa0Andrews', 'Jim\xa0Southern']",[],850.0
221,Roland Equity Partners  ,Traditional,2014-04-04,"American Fork, UT, United States",Acquired,Ethos Risk Services,2015-06-06,54,inactive: http://rolandequity.com/,http://ethosrisk.com/,Business Services,"Tampa, FL, United States","['Micah\xa0Smith', 'James\xa0Toone']","['Aaron\xa0Gabbart', 'Joel\xa0Peterson', 'Scott\xa0Alderman', 'Cregg\xa0Baumbaugh', 'Mitch\xa0Cohen', 'Jim\xa0Southern', 'Coley\xa0Andrews', 'Steven\xa0Wheelwright', 'Craig\xa0Burr ', 'Matthew\xa0Burr', 'Tom\xa0Cassutt', 'David\xa0Lazier', 'Robert\xa0Dahl ', 'David\xa0Dodson', 'Kent\xa0Weaver', 'Tim\xa0Ludwig', 'Jim\xa0Johnson', 'Matt\xa0Diamond', 'Bill\xa0Egan ', 'Gerald\xa0Risk', 'A.J.\xa0Wasserstein', 'José\xa0Stella', 'Rafael\xa0Somoza', 'Phil\xa0Rosenbloom']",['Austin\xa0Davis'],428.0
222,Annison Capital Partners  ,Traditional,2014-01-01,"Chicago, IL, United States",Acquired,Answer1,2015-06-06,134,http://www.annisoncap.com/,https://www.answer1.com/,Software,"Phoenix, AZ, United States",['Parker\xa0Davis'],"['Andy\xa0Love', 'Jim\xa0Edmunds', 'David\xa0Carver', 'Richard\xa0Augustyn', 'Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Jim\xa0Southern', 'Coley\xa0Andrews', 'Greg\xa0Matthews', 'Grant\xa0Schafle', 'Larry\xa0Dunn', 'Brad\xa0Buser']",[],521.0
223,Poplar Partners  ,Traditional,2013-06-06,"New York, NY, United States",Acquired,mTAB,2015-06-06,83,http://www.poplarpartners.com/,http://www.mtabsurveyanalysis.com/,Software,"Orange County, CA, United States",['Alex\xa0Gelman'],"['Jeff\xa0Stevens', 'Kent\xa0Weaver', 'Jim\xa0Ellis', 'Jeff\xa0Chambers ', 'Aaron\xa0Gabbart', 'Jim\xa0Southern', 'Ashley\xa0Giesler', 'Coley\xa0Andrews', 'Greg\xa0Matthews', 'Grant\xa0Schafle', 'Richard\xa0Augustyn', 'Larry\xa0Dunn', 'Joel\xa0Peterson', 'Sandro\xa0Mina', 'Martin\xa0Steber', 'David\xa0Carver', 'Jim\xa0Edmunds', 'Rich\xa0Kelley']",['Jeremy\xa0Faulk'],730.0
224,Timpanogos Capital Partners  ,Traditional,2014-06-06,"Brooklyn, NY, United States",Acquired,FMT Solutions,2015-07-01,117,not active: http://www.timpcapital.com,http://www.fmtsolutions.com/,Finance,"Lake Oswego, OR, United States","['John\xa0Shoaf', 'Lacey\xa0Wismer', 'Peter\xa0Schober', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'David\xa0Carver', 'Andy\xa0Love', 'B.A.\xa0Cullum', 'Andrew\xa0Hunter ', 'Peter\xa0Lehrman', 'Matt\xa0Estep', 'Lance\xa0Toler ', 'Matthew\xa0Burr', ""Brian\xa0O'Connor""]",[],[],390.0
225,ARP Capital Partners  ,Traditional,2013-08-01,"London, United Kingdom",Acquired,Glevum Heating,2015-07-01,253,http://arpcapitalpartners.com/,http://glevumheating.co.uk/,Business Services,"Gloucester, UK","['Raj\xa0Patel ', 'Anish\xa0Patel ']","['Rob\xa0Johnson ', 'Maurice\xa0Pinto ', 'Simon\xa0Webster', 'Nick\xa0Fenn ', 'Paul\xa0Shea ', 'Sandro\xa0Mina', 'Martin\xa0Steber', 'Jeff\xa0Stevens', 'León\xa0Bartolomé ', 'Andreas\xa0Schober ', 'Claus\xa0von Loeper ', 'Jurgen\xa0von Wendorff ', 'Bill\xa0Egan ', 'Tom\xa0Cassutt', 'Mike\xa0Humphrey ', 'Thomas\xa0L. Kalaris ', 'David\xa0Lazier', 'Tim\xa0Ludwig', 'Gerald\xa0Risk', 'Kevin\xa0Taweel', 'Will\xa0Thorndike', 'A.J.\xa0Wasserstein', 'Kent\xa0Weaver', 'Joel\xa0Peterson', 'Aaron\xa0Gabbart', 'Tomas\xa0Bergstrand', 'Ashley\xa0Giesler', 'Greg\xa0Matthews', 'Grant\xa0Schafle']",[],699.0
226,"Garland Search Capital, LLC  ",Traditional,2013-11-01,"Charlotte, NC 28202, United States",Acquired,WholesalePet.com,2015-07-01,560,http://www.garlandsearch.com/,https://wholesalepet.com/,Software,"Richmond, VA 23220, United States",['Chris\xa0Avery'],"['Peter\xa0Schober', 'Sandro\xa0Mina', 'Martin\xa0Steber', 'Mike\xa0Smerklo', 'Bill\xa0Egan ', 'Mike\xa0Barry ', 'Brad\xa0Williams ', 'Grant\xa0Gund', 'Zack\xa0Gund ', 'Jay\xa0Eastman ', 'Jac\xa0McLean ', 'Will\xa0Thorndike', 'Warren\xa0Heffelfinger', 'Gray\xa0Ellison ', 'Ted\xa0McCarthy', 'Don\xa0Williams ', 'Rich\xa0Vinroot ', 'Walker\xa0Simmons ', 'Tom\xa0Hughes ', 'John\xa0Schmidt ', 'Gordon\xa0Mattocks ', 'Mary\xa0Anne Dickson ', 'Josh\xa0Dick ', 'George\xa0Mackie ']",[],607.0
227,GreenStreet Growth Management  ,Traditional,2013-11-11,"Seattle, WA, United States",Acquired,Chronus,2015-07-07,79,http://www.greenstreetgm.com/,http://chronus.com/,Business Services,"Seattle, WA, United States",['Seena\xa0Mortazavi'],"['Richard\xa0Augustyn', 'Peter\xa0Francis ', 'Lacey\xa0Wismer', 'Ken\xa0Bowdon', 'Anthony\xa0Roberts', 'Craig\xa0Burr ', 'Matthew\xa0Burr', 'Gerald\xa0Risk', 'Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Jim\xa0Southern', 'Coley\xa0Andrews', 'Bill\xa0Egan ', 'Steven\xa0Wheelwright', ""MK\xa0O'Connell"", ""Michael F\xa0O'Connell"", 'Sandro\xa0Mina', 'Martin\xa0Steber', 'Greg\xa0Matthews', 'Grant\xa0Schafle', 'Larry\xa0Dunn', 'Andrew\xa0Hunter ']",[],603.0
228,Cedar Lake Partners  ,Traditional,2014-02-02,"Wayne, PA, United States",Acquired,ClaimTrak (now Remarkable Health),2015-07-20,23,http://www.cedarlakellc.com,http://web.claimtrak.com/,Software,"Chandler, AZ, United States",['Peter\xa0Flick'],"['Richard\xa0Augustyn', 'Larry\xa0Dunn', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'David\xa0Carver', 'Todd\xa0Tracey', 'Matt\xa0Estep', 'Andy\xa0Love', 'Brad\xa0Buser', 'B.A.\xa0Cullum', 'Gerald\xa0Risk', 'Kevin\xa0Taweel', 'Jim\xa0Ellis', 'Bret\xa0Comolli', 'Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Greg\xa0Matthews', 'Tom\xa0Matlack', 'Kent\xa0Weaver', 'Will\xa0Thorndike', 'Jim\xa0Wilder', 'Joe\xa0Niehaus', 'Mark\xa0Hilderbrand ', 'David\xa0Dodson', 'Paul\xa0Davies', 'Rene\xa0Lajous', 'Chris\xa0Sekula', 'Matthew\xa0Gillin ', 'Tim\xa0Ludwig', 'John\xa0Loftus', 'Peter\xa0Nanula ', 'Quint\xa0Slattery', 'Andrew\xa0Snyder ', 'A.J.\xa0Wasserstein', 'Doug\xa0Tudor ', 'Scott\xa0Alderman']","['Christopher\xa0Yakscoe', 'Drew\xa0Schulz', 'John\xa0Cimbalista', 'Dylan\xa0Gray', 'Alexander\xa0Dubin', 'Zachary\xa0Silverstein', 'K.J.\xa0Kaldi', 'Shruti\xa0Gandhi', 'Priyank\xa0Rambhia', 'Graham\xa0Estabrook', 'Courtney\xa0Bahlman', 'Sean\xa0Catalano', 'Joanna\xa0Avellana', 'Rohit\xa0Samarth']",533.0
229,Hemera Partners  ,Traditional,2008-01-01,"London, United Kingdom",Acquired,Zerogrey,2015-08-01,254,http://www.hemerapartners.com/,http://www.zerogrey.com,Software,"Dublin, Ireland",['Alberto\xa0Pons '],"['Frank\xa0Kenny ', 'Maurice\xa0Pinto ', 'Rob\xa0Johnson ', 'Will\xa0Thorndike', 'Sandro\xa0Mina', 'José\xa0Stella', 'Rafael\xa0Somoza', 'Martin\xa0Steber', 'Peter\xa0Kelly', 'Sverica\xa0', 'Joe\xa0Niehaus', 'Jim\xa0Wilder', 'Mark\xa0Hilderbrand ']",['André\xa0Veronesi Deboni'],2769.0
230,"Featherstone Partners, LLC  ",Traditional,2014-07-01,"Salt Lake City, UT, USA",Acquired,Elevated Billing Solutions,2015-08-01,817,http://www.featherstoneholdings.com/, http://www.elevatedbilling.com,Business Services,"Salt Lake City, UT, USA",['Bradley\xa0Fisher '],"['Andy\xa0Love', 'Brad\xa0Buser', 'B.A.\xa0Cullum', 'David\xa0Carver', 'Jim\xa0Edmunds', 'Rich\xa0Kelley', 'Joel\xa0Peterson']",[],396.0
231,Leadership Choice Capital  Rose-Hulman Institute of Technology,Single Sponsor,2014-03-20,"Portland, OR, United States",Acquired,Systems Design West,2015-08-01,21,http://leadershipchoicecapital.com/,http://www.systemsdesignems.com,Business Services,"Poulsbo, WA, United States",['Jennifer\xa0Braus'],"['Rick\xa0Ruback', 'Royce\xa0Yudkoff']",[],499.0
232,Tamroc Partners  ,Traditional,2013-07-24,"Boston, MA, United States",Acquired,Magnitude Lighting Converters,2015-08-15,30,http://tamrocpartners.com/,https://www.magnitudeinc.com/,Manufacturing,"Orange County, CA, United States","['Drew\xa0Brinkoetter', 'Jose\xa0Perez ', 'Marcos\xa0Jorge Leon ']",[],[],752.0
233,The Friend Group  ,Self Funded,2013-01-01,"Northbrook, IL, United States",Acquired,Green Toys Inc.,2015-09-01,317,http://www.friendgroupllc.com/,http://www.greentoys.com,Manufacturing,"Sausalito, CA, United States","['Howard\xa0Friend ', 'Charles\xa0Friend ', 'Howard\xa0Leafstone ']",[],[],973.0
234,Green Vault Partners  ,Self Funded,2014-07-10,"Boston, MA, United States",Acquired,SBSC Inc.,2015-09-20,3,www.circecap.com,www.sbscincorporated.com,Business Services,"Newton, MA, USA",['Lars\xa0Gehre'],"['Chris\xa0Lee', 'Tom\xa0Matlack']","['Cameron\xa0McDonough', 'Michelle\xa0Yasmine ', 'Scott\xa0Kelly ', 'Matthew\xa0Liguori', 'Samuel\xa0Legge', 'James\xa0Green ']",437.0
235,Chenmark Capital Management  Bowdoin College,Self Funded,2010-10-01,"Portland, ME, United States",Acquired,Seabreeze Property Services,2015-09-30,177,https://chenmarkcapital.com/,http://www.seabreezepropertyservices.com/,Business Services,"Portland, ME, United States","['Palmer\xa0Higgins', 'Trish\xa0(Bisset) Higgins ', 'James\xa0Higgins ']",[],[],1825.0
236,Legacy Investments  ,Self Funded,2014-07-01,"Salida, CO, USA",Acquired,Clear Advantage Glass,2015-10-05,838,,http://www.clearadvantage.glass/,Construction,"Salida, CO, USA",['Shaun\xa0Bunting'],[],[],461.0
237,New Forest Capital  ,Self Funded,2014-07-25,"Boston, MA, United States",Acquired,Cleanway Services,2015-10-10,1,http://www.newforestcap.com/,www.cleanwayservices.com,Consumer Services,"St Johnsbury, VT, United States","['Adam\xa0Barker', 'Ben\xa0Murray']","['Chris\xa0Lee', 'Paul\xa0Thomson', 'Jim\xa0Sharpe', 'Mason\xa0Myers', 'Henry\xa0Allen ', 'James\xa0Johnstone', 'Marcus\xa0Shadbolt']","['Timothy\xa0Vasseur', 'Nathan\xa0Israel', 'Link\xa0Moser', 'William\xa0Beaudry']",442.0
