,name,type,formed,Search Location,stage,company,acquired,Searchfund Index,searchWebsite,companyWebsite,industry,Acquistion Location,searchers,investors,associates,Search Length,search long,search lat,acquisition lat,acquisition long,Miles Between Search and Acquisiton
625,West Fourth Partners  ,Traditional,2020-04-13,"Austin, TX, USA",Acquired,"Axero Solutions, LLC.",2021-07-01,1424,www.westfourthpartners.com,https://axerosolutions.com/,Technology,"San Diego, California, United States","'Adam Ilowite', 'Michael Upex'","'Scott Alderman', 'Jeff Stevens', 'Isabelle King', 'David Dodson', 'Susan Pohlmeyer', 'Tushar Shah', 'Stephen Clearman', 'Will Thorndike', 'Richard Augustyn', 'Larry Dunn', 'Rich Kelley', 'Jim Edmunds', 'Todd Tracey', 'David Carver', 'Andy Love', 'Brad Buser', 'Guillermo Zambrano', 'Angel Alvarez Cadavieco'",'Hendrik de Ruiter ',444,-97.7436995,30.2711286,32.7174202,-117.1627728,1154.8274911512133
626,Trucking industry ,Traditional,2017-12-26,"3200 guasti road, Ontario ca 91761",Acquired,,2021-07-26,1846,Xecuit.com,,Transportation,"Florida, USA",'Corey Mitchell',,,1308,-117.5850629,34.0660564,27.7567667,-81.4639835,2173.509459345817
627,"Sycamore Ridge Capital Partners, LLC  ",Self Funded,2017-02-01,"Chicago, IL, United States",Search,,,512,Www.Sycamoreridgecapital.com,,,,"'Benjamin Fehr', 'Eric Ercu Kocer'","'John ""Jack"" Neal', 'Gokce Kabatepe ', 'Vice Admiral William ', 'Fatih Isbecer ', ' John P. McDaniel '",,,-88.125016,42.371614,NaN,NaN,NaN
628,Timothy Fund  ,Self Funded,2020-09-01,"Newport Beach, CA, USA",Explore,,,1536,www.timothy-fund.com,,,,'Jon Porter',,,,-117.9294401,33.6170092,NaN,NaN,NaN
629,Akkadian Investments  ,Traditional,2020-05-01,"London, UK",Search,,,1792,www.akkadianinvestments.co.uk,,,,'Zaid Alissa Almaliki',,,,-0.1276474,51.5073219,NaN,NaN,NaN
630,Vitta Capital  ,Traditional,,"São Paulo, SP, Brasil",Raise,,,2048,,,,,"'Tammara Berezovsky', 'Victor Marconato'",,,,-46.6333824,-23.5506507,NaN,NaN,NaN
631,Omni Capital  ,Traditional,2018-01-02,"São Paulo - SP, Brasil",Explore,,,769,,,,,'Carlos Teixeira',,,,-46.6333824,-23.5506507,NaN,NaN,NaN
632,Eagle Peak Capital Partners  ,Traditional,2019-10-18,"Miami, FL, USA",Search,,,1281,eaglepeakcap.com,,,,'Robert Knauer',"'Jeff Stevens', 'Ashley Giesler', 'Sandro Mina', 'Martin Steber'",,,-80.19362,25.7741728,NaN,NaN,NaN
633,Tangineered Capital  ,Traditional,2020-08-01,"Bristol, UK",Explore,,,1793,https://www.tangineeredcapital.com/,,,,"'Eric James', 'Chin Tan'",,,,-2.5972985,51.4538022,NaN,NaN,NaN
634,Domino Park Capital LLC  ,Self Funded,2021-06-16,"Brooklyn, NY, USA",Search,,,2049,https://dominoparkcap.com/,,,,'John Roberts',,,,-73.9495823,40.6501038,NaN,NaN,NaN
635,Malleus Capital  ,Self Funded,2018-01-01,"Boston, MA, United States",Explore,,,514,,,,,'Lawrence Li',,,,-71.0582912,42.3602534,NaN,NaN,NaN
636,Ellison Road Capital  ,Traditional,2019-11-15,"Atlanta, GA, USA",Explore,,,1282,www.ellisonroad.com,,,,'Adrian Vann',,,,-84.3902644,33.7489924,NaN,NaN,NaN
637,Sandalwood ,Traditional,,"Panama City, Panama",Explore,,,1538,,,,,'Graciela Arango',,,,-79.5341802,8.9714493,NaN,NaN,NaN
638,Novastone Capital Advisors - EIR Erick Azen  ,Traditional,2021-01-01,"Berlin, Germany",Search,,,1794,https://www.novastone-ca.com/searcher-erick-en.php,,,,'Erick Azen',"'Elena Trukhina', 'Christian Malek'",,,13.3888599,52.5170365,NaN,NaN,NaN
639,"Oak Legacy Management, LLC  ",Traditional,2021-06-01,"Dallas, TX, USA",Search,,,2050,https://www.oaklegacy-us.com/,,,,'Tom Fenton',,,,-96.7968559,32.7762719,NaN,NaN,NaN
640,"Cardinal Bridge, LLC  ",Single Sponsor,2017-10-01,"New York, United States",Search,,,771,http://www.cardinalbridgellc.com/,,,,'Katie Burton','Shannon Jones',,,-74.0060152,40.7127281,NaN,NaN,NaN
641,Umbrella Growth ,Traditional,,"Tampa, FL, USA",Explore,,,1283,,,,,'Thomas Shankle',,,,-82.458444,27.9477595,NaN,NaN,NaN
642,New Horizon Capital Partners  ,Traditional,2019-07-01,"Austin, TX, USA",Search,,,1539,www.newhorizoncap.com,,,,'Isaac Taylor',,,,-97.7436995,30.2711286,NaN,NaN,NaN
643,The Syndicate  ,Self Funded,2019-07-01,"Sydney NSW, Australia",Search,,,1795,,,,,'Kresant Mahilall',"'Kat JY Chen ', 'John Lee ', 'Onur Demir'",,,151.2164539,-33.8548157,NaN,NaN,NaN
644,Perspectiva Capital  ,Traditional,2017-11-09,"Madrid, Spain",Inactive,,,516,inactive: perspectivacapital.com,,,,'Carlos Sotelo Garcia',"'Len Bartolom ', 'Jose M Cabiedes ', 'Frank Kenny ', 'Jrgen Rilling ', 'Jan-Henning Woitschatzke', 'Jorge Maortua ', 'Marcelo Castro Zappa', 'Miguel Angel Cestero de Francisco '",,,-3.7035825,40.4167047,NaN,NaN,NaN
645,Umbrella Growth ,Traditional,,"Tampa, FL, USA",Explore,,,1284,,,,,'Thomas Shankle',,,,-82.458444,27.9477595,NaN,NaN,NaN
646,Margen Capital  ,Traditional,2020-08-17,"Sierra Leona 125, Mexico City, CDMX, Mexico",Search,,,1540,https://www.margencapital.com/,,,,"'Genaro Marquez', 'Marcos Alcocer'",,,,NaN,NaN,NaN,NaN,NaN
647,Valor Capital  ,Traditional,2020-12-07,"Lima, Perú",Raise,,,1796,valorcapitalsac.com,,,,'Raul Jacob',,,,-77.0365256,-12.0621065,NaN,NaN,NaN
648,Volalte  ,Traditional,2021-03-01,"Barcelona, Spain",Search,,,2052,https://volalte.com/,,,,"'Arnau Llopart', 'Marc Ramon Hielga'",,,,2.1774322,41.3828939,NaN,NaN,NaN
649,31st Capital Group  ,Traditional,2017-03-13,"Washington, DC, United States",Raise,,,517,https://www.31stcap.com/,,,,'David Stevens',"'Sandro Mina', 'Martin Steber', 'Peter Schober'",,,-77.0365581,38.8949924,NaN,NaN,NaN
650,Redwood Growth Partners  ,Traditional,2017-11-01,"Berkeley, California, United States",Search,,,773,http://www.redwoodgrowthpartners.com/,,,,'Arun Shekar',"'Mahesh Rajasekharan', 'J.T. Fitzgerald', 'Sam Duprey ', 'Andy Love', 'Brad Buser', 'B.A. Cullum', 'Sandro Mina', 'Martin Steber', 'Nicolas Lulli', 'Alfonso Blohm', 'Rich Kelley', 'Jim Edmunds', 'David Carver', 'Todd Tracey', 'Blake Winchell ', 'Brad Brown', 'Doug Tudor ', 'Bradford Freeman ', 'Ronald Spogli ', 'Graham Weaver', 'Mike Rozenfeld', ""MK O'Connell"", ""Michael F O'Connell"", 'Peter Schober', 'Ted McCarthy', 'Tushar Shah', 'Will Thorndike', 'Brett Byers '",,,-122.23963364918777,37.8753497,NaN,NaN,NaN
651,D´Ella Capital  ,Traditional,2019-09-01,"Madrid, Spain",Search,,,1029,http://www.dellacapital.es/,,,,'Meriyeny Del Carmen',,,,-3.7035825,40.4167047,NaN,NaN,NaN
652,Eagle Leaf Group  ,Self Funded,2019-10-21,"Herndon, VA, USA",Explore,,,1285,www.eagleleafgroup.com,,,,'Atul Kannan',,,,-100.785153,39.909726,NaN,NaN,NaN
653,MB Capital  ,Traditional,,"London, UK",Explore,,,1541,,,,,'Avinash Bajaj',,,,-0.1276474,51.5073219,NaN,NaN,NaN
654,Clearfork Capital Partners LLC  ,Self Funded,2021-06-02,"Fort Worth, Texas, United States",Search,,,2053,https://www.clearforkcp.com/,,,,'Andrew Hicks',,,,-97.3327459,32.753177,NaN,NaN,NaN
655,Link Search Partners  ,Self Funded,2016-05-05,"New York, NY, United States",Inactive,,,6,www.linksearchpart.com,,,,'Josh Bilmes',"'Isaac Chalal ', 'Timur Colak ', 'Ralph Lawson ', ""David O'Shaughnessey"", 'Maja Silwinski ', 'Clint Smith ', 'William  ""Bill"" Wallach '",,,-74.0060152,40.7127281,NaN,NaN,NaN
656,Silicon Hills Capital  ,Traditional,,"Austin, TX",Raise,,,774,,,,,'Frankie Arvelo',,,,-97.7436995,30.2711286,NaN,NaN,NaN
657,Ravine Capital  ,Traditional,2018-01-01,"New York, NY, USA",Search,,,1030,https://ravine-capital.com/t,,,,'Jordan Rose',"'David Carver', 'Rich Kelley', 'Jim Edmunds', 'Todd Tracey', 'Jeff Stevens', 'Ashley Giesler', 'Joel Peterson', 'Richard Augustyn', 'Larry Dunn', 'Andy Love', 'Brad Buser', 'B.A. Cullum', 'Badge Stone', ""MK O'Connell"", ""Michael F O'Connell"", 'Jason Pananos', 'Matt Estep', 'Chris Lueck', 'Ned Tomasevic', 'Harold Mottet', 'Kent Weaver', 'Jay Davis', 'Alex Gelman', 'Andrew Saltoun ', 'David Lazier', 'Tom Cassutt'",,,-74.0060152,40.7127281,NaN,NaN,NaN
658,Atmosphere  ,Traditional,2020-04-03,CA,Explore,,,1542,www.atmospherecompanies.com,,,,'Ben Jacobs',,,,-107.991707,61.0666922,NaN,NaN,NaN
659,SL Mercury Partners ,Self Funded,2021-01-11,"London, UK",Search,,,1798,www.slmercurypartners.com,,,,"'Ola Lawal', 'Antonio Sabatini'",,,,-0.1276474,51.5073219,NaN,NaN,NaN
660,Broadtree Partners  ,Traditional,2017-06-20,"Charlotte, NC, USA",Search,,,2054,https://broadtreepartners.com/,,,,"'Bryan Hadley', 'Fan Dai'",,,,-80.8430827,35.2272086,NaN,NaN,NaN
661,2Mc Search Fund  ,Traditional,2019-01-01,"Valencia, Spain",Search,,,1031,,,,,'Nicasio Miralles Tortosa','Santiago Perez Teuffer',,,-0.3763353,39.4697065,NaN,NaN,NaN
662,Hummingbird Search Partners  ,Traditional,2019-09-01,"Charleston, SC, USA",Search,,,1287,https://www.hummingbirdsearchpartners.com,,,,"'Jessie Qian', 'Sunny Webb'","'Jeff Stevens', 'Ashley Giesler', 'Scott Alderman', 'Luke Hedlund', 'David Dodson', 'Susan Pohlmeyer', 'Andrew Hunter ', 'Lacey Wismer', 'Kyle Coots', 'Kurt Leedy', 'Carlos Saez', 'Joel Peterson', 'Tom Cassutt', 'David Lazier', 'Sara Rosenthal', 'Badge Stone', 'Macon Carroll', 'Alex Gelman', 'Doug Tudor ', 'Richard Lin', 'Jon Staenberg'",,,-79.9402728,32.7876012,NaN,NaN,NaN
663,Gentleman Of Technology  ,Self Funded,2019-01-31,"Denver, CO, USA",Explore,,,1543,gentof.tech,,,,'Michael Greenberg',,,,-104.9848623,39.7392364,NaN,NaN,NaN
664,Blue Glass Capital  ,Traditional,,"Cambridge, MA",Raise,,,1799,,,,,'Toby Kearn',,,,-71.1056157,42.3750997,NaN,NaN,NaN
665,"Service Capital Ventures, LLC  ",Self Funded,2021-06-01,"San Antonio, TX, USA",Search,,,2055,https://servicecapventures.com/,,,,'Daniel McCarty',,,,-98.4951405,29.4246002,NaN,NaN,NaN
666,Level Hands  University of Virginia,Self Funded,2016-01-01,"Portland, OR, United States",Search,,,8,www.levelhands.com,,,,'Matt Kittredge','Jim Sharpe',,,-122.6741949,45.5202471,NaN,NaN,NaN
667,Mont Vista Partners  University of Pennsylvania - The Wharton School,Traditional,2011-07-01,"Toronto, ON, Canada",Inactive,,,264,,,,,'Rehmann Rayani ',"'Bill Egan ', 'Peter Kelly', 'Bob Oster ', 'Gerald Risk'",,,-79.3839347,43.6534817,NaN,NaN,NaN
668,Andino Ventures  ,Traditional,2011-11-01,"Bogota - Bolivar, Colombia",Inactive,,,520,,,,,'Michael Shoemaker ',,,,-74.08523775754497,4.63874255,NaN,NaN,NaN
669,Navega Capital  ,Traditional,2018-12-03,"Madrid, España",Search,,,1032,,,,,'Rafael Moreno','Jos Moreno',,,-3.7035825,40.4167047,NaN,NaN,NaN
670,Latitud Capital  ,Traditional,2019-10-24,"Monterrey, Nuevo Leon, Mexico",Search,,,1288,https://www.latitudcapital.com/,,,,"'Pedro Eguren', 'Isauro Reyna'","'Sandro Mina', 'Martin Steber', 'Jeff Stevens', 'Ashley Giesler', 'Guillermo Zambrano', 'Angel Alvarez Cadavieco', 'Jan Simon', 'Macon Carroll', 'Badge Stone', 'Stephen Clearman', 'Tushar Shah'",,,-100.315258,25.6802019,NaN,NaN,NaN
671,Single Trail Capital  ,Traditional,2020-06-11,"Brisbane QLD, Australia",Search,,,1544,www.singletrailcapital.com,,,,'Greg Green','Ben Lee',,,153.0234991,-27.4689682,NaN,NaN,NaN
672,Olive Coast Partners  ,Self Funded,2021-02-01,"Boston, Massachusetts, United States",Search,,,1800,https://olivecoastpartners.com,,,,"'Max Doubenski', 'Spencer Moss'",,,,-71.0582912,42.3602534,NaN,NaN,NaN
673,Infinite Venture  ,Self Funded,2015-10-20,"Boston, MA, United States",Inactive,,,9,NOT ACTIVE: www.infinite-venture.com,,,,'Tom Ames',,,,-71.0582912,42.3602534,NaN,NaN,NaN
674,Montague Street Private Partners  ,Self Funded,2017-08-01,"New York, United States",Search,,,777,,,,,"'Brandon Greenblatt', 'Jake Greenblatt'",,,,-74.0060152,40.7127281,NaN,NaN,NaN
675,Southwood Investment Partners  ,Traditional,2018-01-01,"Atlanta, GA, USA",Search,,,1033,https://network.axial.net/company/southwood-investment-partners,,,,"'Krisen Shambarger ', 'Drew Shambarger '",,,,-84.3902644,33.7489924,NaN,NaN,NaN
676,Ascendis Capital  ,Traditional,2019-09-10,"Valle del Campestre, San Pedro Garza García, N.L., México",Search,,,1289,http://ascendiscapital.com/,,,,"'J. Manuel Nuez', 'Jos Eduardo Prez Beltrn', 'Guillermo Farias '",'Felix Cardenas ',,,NaN,NaN,NaN,NaN,NaN
677,TBC,Self Funded,,"Melbourne VIC, Australia",Explore,,,1545,,,,,,,,,144.9631608,-37.8142176,NaN,NaN,NaN
678,Coniston Peak,Self Funded,2020-11-20,"London, UK",Search,,,1801,https://www.conistonpeak.com,,,,,,,,-0.1276474,51.5073219,NaN,NaN,NaN
679,Suncordy Pacific  ,Self Funded,2020-09-01,"Vancouver, British Columbia, Canada",Search,,,2057,https://www.suncordypacific.com/,,,,'Jack Rong',,,,-123.1139529,49.2608724,NaN,NaN,NaN
680,Gold Coast Partners  ,Traditional,2016-05-01,"Accra, Ghana",Inactive,,,10,www.goldcoastventurepartners.com,,,,"'Mike Nkansah', 'Wilson Kyeremeh '",,,,-0.2012376,5.5571096,NaN,NaN,NaN
681,Crimson Leaf  ,Traditional,2017-10-01,"Manhattan Beach, CA, United States",Search,,,778,http://www.crimsonleafcapital.com/,,,,'Dustin Mann',"'Will Thorndike', 'Jim Wilder', 'Joe Niehaus', 'Mark Hilderbrand ', 'Joel Peterson', 'Aaron Gabbart', 'Rich Kelley', 'Jim Edmunds', 'David Carver', 'Todd Tracey', 'Sara Rosenthal', 'Jim Ellis', 'Gerald Risk', 'Kevin Taweel', 'Bret Comolli', 'Badge Stone', 'Ed Weisiger ', 'Macon Carroll', 'Matthew Burr', 'Craig Burr ', 'Tom Cassutt', 'NEIL CHHEDA ', 'Robert Dahl ', 'Jay Davis', 'David Lazier', 'TYLER LEVIN ', 'Tim Ludwig', 'Harold Mottet', ""MK O'Connell"", ""Michael F O'Connell"", 'Jason Pananos', 'Andrew Saltoun ', 'SEAN SLOVENSKI ', 'Alex Stavros', 'Rick Taketa', 'JUSTIN TREITZ ', 'Doug Tudor ', 'Kent Weaver'",,,-118.3951241,33.8915985,NaN,NaN,NaN
682,Anodize Capital Partners  ,Traditional,2018-01-01,"Scottsdale, AZ, USA",Search,,,1034,https://www.anodizecapitalpartners.com/,,,,'Paul Harraka',"'Scott Alderman', 'Richard Augustyn', 'Larry Dunn', 'David Carver', 'Rich Kelley', 'Jim Edmunds', 'Todd Tracey'",,,-111.9260184,33.4942189,NaN,NaN,NaN
683,Vivus Consultancy Limited  ,Self Funded,2018-10-01,"California, USA",Search,,,1546,,,,,'Rajal Patel',,,,-118.755997,36.7014631,NaN,NaN,NaN
684,Niemeier Unternehmens Nachfolge  ,Traditional,2021-02-01,"Frankfurt, Germany",Search,,,1802,https://niemeier.partners,,,,'Markus Niemeier',,,,8.6820917,50.1106444,NaN,NaN,NaN
685,CAM Transitions  ,Traditional,2021-01-01,"Charlotte, North Carolina, United States",Search,,,2058,,,,,'Jalen Ross',"'Kyle Coots', 'Joel Peterson', 'Ed Weisiger '",,,-80.8430827,35.2272086,NaN,NaN,NaN
686,Marlton Capital  ,Traditional,2018-03-01,"Chicago, IL, United States",Search,,,11,https://www.marltonllc.com/,,,,'James Elbaor','James Futrell ',,,-88.125016,42.371614,NaN,NaN,NaN
687,Longview Capital & Management,Traditional,1996-07-01,"San Francisco, CA, United States",Inactive,,,267,,,,,'Joe Welsh ',,,,-122.419906,37.7790262,NaN,NaN,NaN
688,Kilimanjaro Capital  ,Traditional,2020-03-26,"São Paulo, State of São Paulo, Brazil",Search,,,1291,www.kilimanjarocapital.com.br,,,,'Artur Martins',,,,-46.6333824,-23.5506507,NaN,NaN,NaN
689,Duhau Capital  ,Traditional,2020-08-03,"Mexico City, CDMX, México",Raise,,,1547,http://www.duhaucapital.com/,,,,'Santiago Estevez',,,,-99.1269583,19.2667215,NaN,NaN,NaN
690,93North Capital  ,Self Funded,2021-01-01,"New England, North Dakota, United States",Search,,,1803,https://www.93northcapital.com/home,,,,'Caleb Donnelly',,,,-102.8682231,46.5391751,NaN,NaN,NaN
