,Address,City,State,Zip Code,Full Address,Latitude,Longitude
275,830 W Warner Rd,Gilbert,AZ,5377-239765,"830 W Warner Rd, Gilbert, AZ",33.33527203451699,-111.80897621736902
278,6649 W. Peoria Avenue,Glendale,AZ,10259-99925,"6649 W. Peoria Avenue, Glendale, AZ",33.5812854,-112.2022829
279,8251 W. Union Hills Drive,Glendale,AZ,6894-84202,"8251 W. Union Hills Drive, Glendale, AZ",33.652103,-112.23376708669983
280,18555 N. 59th Avenue,Glendale,AZ,6874-85694,"18555 N. 59th Avenue, Glendale, AZ",33.6524966,-112.1856002
281,4701 W. Thunderbird Road,Glendale,AZ,75378-103975,"4701 W. Thunderbird Road, Glendale, AZ",33.6080048,-112.15988833219211
282,20205 N 67th Ave,Glendale,AZ,74450-94951,"20205 N 67th Ave, Glendale, AZ",33.5088509,-112.2031823
284,7123 N. 138th Ave.,Glendale,AZ,72123-3569,"7123 N. 138th Ave., Glendale, AZ",33.53958583126912,-112.35670250705563
286,20249 N. 67th Ave.,Glendale,AZ,5376-1128,"20249 N. 67th Ave., Glendale, AZ",33.5088509,-112.2031823
288,5860 West Thunderbird,Glendale,AZ,79705-101002,"5860 West Thunderbird, Glendale, AZ",33.6095771,-112.2625078
289,5894 W. Thunderbird Rd.,Glendale,AZ,5465-1129,"5894 W. Thunderbird Rd., Glendale, AZ",33.6111235,-112.1855363
291,20220 N 59th Ave,Glendale,AZ,73971-138188,"20220 N 59th Ave, Glendale, AZ",33.6341958,-112.1858787
292,6611 W Bell Rd,Glendale,AZ,5036-106034,"6611 W Bell Rd, Glendale, AZ",33.6382411,-112.2358433
295,16380 W Yuma Rd,Goodyear,AZ,8188-150412,"16380 W Yuma Rd, Goodyear, AZ",33.43568788164108,-112.41117548465132
296,995 South Cotton Lane,Goodyear,AZ,76968-129328,"995 South Cotton Lane, Goodyear, AZ",33.4378092,-112.4216567
300,1375 North Litchfield Road,GOODYEAR,AZ,5923-37479,"1375 North Litchfield Road, GOODYEAR, AZ",33.449468531129675,-112.35813025332264
301,9890 S Estrella Pkwy,Goodyear,AZ,12930-155424,"9890 S Estrella Pkwy, Goodyear, AZ",33.3076483,-112.4328531
304,3765 Stockton Hill Road,Kingman,AZ,11218-102230,"3765 Stockton Hill Road, Kingman, AZ",35.23021123292368,-114.03671961964693
305,3125 Stockton Hill Rd,Kingman,AZ,79580-105116,"3125 Stockton Hill Rd, Kingman, AZ",35.2146068,-114.03690158306043
306,3970 Stockton Hill Rd,Kingman,AZ,20215-200588,"3970 Stockton Hill Rd, Kingman, AZ",35.23834685,-114.03575960085284
308,1650 McCulloch,Lake Havasu City,AZ,74229-59079,"1650 McCulloch, Lake Havasu City, AZ",34.45601009515438,-114.26098229867208
310,3269 Maricopa Ave,Lake Havasu City,AZ,73707-106060,"3269 Maricopa Ave, Lake Havasu City, AZ",34.4586842,-114.2788934
312,5140 W Baseline Rd,Laveen,AZ,17800-181285,"5140 W Baseline Rd, Laveen, AZ",33.3772726,-112.2154244
313,5150 W. Baseline Road,Laveen,AZ,9995-99040,"5150 W. Baseline Road, Laveen, AZ",33.3772726,-112.2154244
314,5035 W Baseline Rd,Laveen,AZ,79775-110404,"5035 W Baseline Rd, Laveen, AZ",33.37626325,-112.16622125206379
315,5104 N. Dysart Road,Litchfield Park,AZ,11892-105919,"5104 N. Dysart Road, Litchfield Park, AZ",33.507642,-112.3408356
316,5115 N Dysart Rd Ste 150,Litchfield Park,AZ,72593-102521,"5115 N Dysart Rd Ste 150, Litchfield Park, AZ",33.4940912,-112.3407976
317,13710 W Camelback Rd,Litchfield Park,AZ,48884-245840,"13710 W Camelback Rd, Litchfield Park, AZ",33.5088263,-112.3543045
318,13840 W. Camelback Rd,Litchfield Park,AZ,47582-257024,"13840 W. Camelback Rd, Litchfield Park, AZ",33.5075279,-112.337678
319,6401 W. Marana Center Blvd.,Marana,AZ,25943-230605,"6401 W. Marana Center Blvd., Marana, AZ",32.3752852,-111.10168
322,3951 W. Ina Road,Marana,AZ,8854-95070,"3951 W. Ina Road, Marana, AZ",32.3377323,-111.0660798
323,3770 W Ina Rd,Marana,AZ,15605-151604,"3770 W Ina Rd, Marana, AZ",32.338995600000004,-111.04561649443873
324,21423 N. John Wayne Pkwy,Maricopa,AZ,23560-206847,"21423 N. John Wayne Pkwy, Maricopa, AZ",33.0765313,-112.0421955
325,20797 N John Wayne Pkwy,Maricopa,AZ,21997-97584,"20797 N John Wayne Pkwy, Maricopa, AZ",33.0765313,-112.0421955
326,21044 N John Wayne Parkway,Maricopa,AZ,72589-103446,"21044 N John Wayne Parkway, Maricopa, AZ",33.0765313,-112.0421955
327,1821 S Country Club Dr,Mesa,AZ,23472-228104,"1821 S Country Club Dr, Mesa, AZ",33.3821372,-111.83969681738009
328,1457 W. Southern Avenue,Mesa,AZ,6955-89981,"1457 W. Southern Avenue, Mesa, AZ",33.39256745,-111.86154897421599
329,344 S. Power Road,Mesa,AZ,14378-111373,"344 S. Power Road, Mesa, AZ",33.4091478,-111.685258804637
330,2864 N Power Rd,Mesa,AZ,49004-256165,"2864 N Power Rd, Mesa, AZ",33.46808885,-111.68571148048238
331,1939 S Val Vista Dr,Mesa,AZ,5672-2704,"1939 S Val Vista Dr, Mesa, AZ",33.38048,-111.7534589
332,2048 E. Baseline,Mesa,AZ,5415-1160,"2048 E. Baseline, Mesa, AZ",33.3787161,-111.8388294
333,1003 North Dobson Road,Mesa,AZ,28769-250264,"1003 North Dobson Road, Mesa, AZ",33.4244896,-111.8743517
334,4409 E. McKellips Road,Mesa,AZ,14520-119804,"4409 E. McKellips Road, Mesa, AZ",33.451857,-111.7022078
335,2832 North Power Road,Mesa,AZ,6498-54080,"2832 North Power Road, Mesa, AZ",33.46718085,-111.68452000901007
336,2010 W. Guadalupe Rd.,Mesa,AZ,16341-160305,"2010 W. Guadalupe Rd., Mesa, AZ",33.36449265,-111.87732659971357
337,9101 E Baseline Rd,Mesa,AZ,74443-94941,"9101 E Baseline Rd, Mesa, AZ",33.3789664,-111.6214002
338,3622 E Southern Ave,Mesa,AZ,74801-99596,"3622 E Southern Ave, Mesa, AZ",33.3953442,-111.75223477535525
339,1133 N Ellsworth Rd,Mesa,AZ,12504-146044,"1133 N Ellsworth Rd, Mesa, AZ",33.448437,-111.6353542
340,2740 E University Dr,Mesa,AZ,74802-99056,"2740 E University Dr, Mesa, AZ",33.4229313,-111.6834614
342,1960 W Main St,Mesa,AZ,79763-113970,"1960 W Main St, Mesa, AZ",33.414943206730946,-111.87352319716246
343,4440 E Main St,Mesa,AZ,19863-200586,"4440 E Main St, Mesa, AZ",33.4150966,-111.8043692
344,2015 S Alma School Rd,Mesa,AZ,25946-243084,"2015 S Alma School Rd, Mesa, AZ",33.3784368,-111.8590987
345,5110 S Power Rd,Mesa,AZ,76301-96596,"5110 S Power Rd, Mesa, AZ",33.4114929,-111.6845501
347,1225 West Guadalupe,Mesa,AZ,79701-101004,"1225 West Guadalupe, Mesa, AZ",33.36431374489796,-111.85915377551021
348,860 North Riverview,Mesa,AZ,24207-228145,"860 North Riverview, Mesa, AZ",33.43153445,-111.87811005788878
349,435 South Ellsworth Rd,Mesa,AZ,25984-239415,"435 South Ellsworth Rd, Mesa, AZ",33.3690553,-111.6359374
350,2724 S Signal Butte Rd,Mesa,AZ,47254-247326,"2724 S Signal Butte Rd, Mesa, AZ",33.36583095,-111.60395446992433
351,1705 S. Greenfield Road,Mesa,AZ,13484-107641,"1705 S. Greenfield Road, Mesa, AZ",33.3884857,-111.7365396
352,1923 S. Signal Butte Road,Mesa,AZ,11891-103701,"1923 S. Signal Butte Road, Mesa, AZ",33.3805214,-111.600769
353,5941 East McKellips Rd,Mesa,AZ,3972-146748,"5941 East McKellips Rd, Mesa, AZ",33.450221,-111.70286569590644
354,1525 S Power Rd,Mesa,AZ,20665-204611,"1525 S Power Rd, Mesa, AZ",33.388326649999996,-111.68305668777906
355,2151 N Power Rd,Mesa,AZ,74810-91320,"2151 N Power Rd, Mesa, AZ",33.454389649999996,-111.68274408092772
356,6807 E Baseline Rd #102,Mesa,AZ,5610-244258,"6807 E Baseline Rd #102, Mesa, AZ",33.3790251,-111.68746304544109
357,2043 S. Ellsworth Road,Mesa,AZ,6756-70860,"2043 S. Ellsworth Road, Mesa, AZ",33.3690553,-111.6359374
358,3550 E. Southern Avenue,Mesa,AZ,10539-98366,"3550 E. Southern Avenue, Mesa, AZ",33.39405565,-111.75430204575
359,1935 North Stapley Drive,Mesa,AZ,21405-210864,"1935 North Stapley Drive, Mesa, AZ",33.44935192929293,-111.80484638383838
361,7001 E. Williams Field Road,Mesa,AZ,48693-105418,"7001 E. Williams Field Road, Mesa, AZ",33.306574749999996,-111.67653930676047
362,1229 E. McKellips Road,Mesa,AZ,13742-108945,"1229 E. McKellips Road, Mesa, AZ",33.451857,-111.7022078
363,9925 E Baseline Rd,Mesa,AZ,72565-103444,"9925 E Baseline Rd, Mesa, AZ",33.37910026638908,-111.62031903678447
366,465 W Mariposa Rd,Nogales,AZ,79669-113973,"465 W Mariposa Rd, Nogales, AZ",31.365790361126237,-110.94101350696774
367,330 W Mariposa Road,Nogales,AZ,25578-240453,"330 W Mariposa Road, Nogales, AZ",31.36648826929645,-110.93814942943109
368,10661 N Oracle Rd,Oro Valley,AZ,70314-140366,"10661 N Oracle Rd, Oro Valley, AZ",32.40074985,-110.95793676399681
370,10785 N. Oracle Road,Oro Valley,AZ,6683-74641,"10785 N. Oracle Road, Oro Valley, AZ",32.4020934,-110.9563735
371,10450 N LA Canada Dr,Oro Valley,AZ,20278-176064,"10450 N LA Canada Dr, Oro Valley, AZ",32.4080072,-110.9958512
372,650 ELM STREET,Page,AZ,79615-111046,"650 ELM STREET, Page, AZ",36.9157422,-111.45766435221208
376,7518 W. Thunderbird Road,Peoria,AZ,6733-77520,"7518 W. Thunderbird Road, Peoria, AZ",33.6106796,-112.22053132959024
377,8375 W Deer Valley Rd,Peoria,AZ,16389-164466,"8375 W Deer Valley Rd, Peoria, AZ",33.681486382560855,-112.2404924213182
378,24654 N. Lake Pleasant Parkway,Peoria,AZ,11433-104335,"24654 N. Lake Pleasant Parkway, Peoria, AZ",33.7151489,-112.2710712
379,8055 W Bell Road,Peoria,AZ,25205-237525,"8055 W Bell Road, Peoria, AZ",33.6382118,-112.2406008
380,8240 W Deer Valley Rd,Peoria,AZ,73125-21397,"8240 W Deer Valley Rd, Peoria, AZ",33.68167835158144,-112.23484667603087
381,10641 W Olive Ave,Peoria,AZ,74401-83387,"10641 W Olive Ave, Peoria, AZ",33.566476,-112.2198367
382,25401 N. Lake Pleasant Pkwy,Peoria,AZ,49342-266924,"25401 N. Lake Pleasant Pkwy, Peoria, AZ",33.7151489,-112.2710712
383,24890 N Lake Pleasant Rd,Peoria,AZ,76731-97576,"24890 N Lake Pleasant Rd, Peoria, AZ",33.6725476,-112.280006
384,20351 N Lake Pleasant Rd,Peoria,AZ,72590-102066,"20351 N Lake Pleasant Rd, Peoria, AZ",33.66943001622345,-112.27985171625745
385,8225 W Bell Road,Peoria,AZ,5622-224206,"8225 W Bell Road, Peoria, AZ",33.6376575,-112.23263302302632
386,28455 N Vistancia Blvd.,Peoria,AZ,79707-101342,"28455 N Vistancia Blvd., Peoria, AZ",33.7394261,-112.3209383
387,2410 East Camelback Road,Phoenix,AZ,20488-195008,"2410 East Camelback Road, Phoenix, AZ",33.5087083,-111.97727
388,10625 North Tatum Boulevard,Phoenix,AZ,5328-1010,"10625 North Tatum Boulevard, Phoenix, AZ",33.6742864,-111.9773038
389,550 E Bell Rd,Phoenix,AZ,74284-74767,"550 E Bell Rd, Phoenix, AZ",33.6417238,-112.06715815743924
391,3049 West Agua Fria Freeway,Phoenix,AZ,5451-1387,"3049 West Agua Fria Freeway, Phoenix, AZ",33.667928,-112.11896
392,4811 N 83rd Ave,Phoenix,AZ,70322-136611,"4811 N 83rd Ave, Phoenix, AZ",33.50755685,-112.23576155014246
393,29834 N Cave Creek Rd,Phoenix,AZ,74209-26810,"29834 N Cave Creek Rd, Phoenix, AZ",33.757661,-111.9917272
394,3175 E. Thomas Road,Phoenix,AZ,11434-105423,"3175 E. Thomas Road, Phoenix, AZ",33.4804466,-112.001566
395,1334 East Chandler Blvd,Phoenix,AZ,74940-101009,"1334 East Chandler Blvd, Phoenix, AZ",33.3050589,-112.0322936
396,4265 W Dunlap Ave,Phoenix,AZ,29767-254779,"4265 W Dunlap Ave, Phoenix, AZ",33.567438499999994,-112.150598
397,4724 N. 20th Street,Phoenix,AZ,72599-106024,"4724 N. 20th Street, Phoenix, AZ",33.5069046,-112.041189
398,21050 N. Tatum Blvd,Phoenix,AZ,9449-95835,"21050 N. Tatum Blvd, Phoenix, AZ",33.67805655,-111.9779380713447
399,2441 W Thomas Rd,Phoenix,AZ,10930-103560,"2441 W Thomas Rd, Phoenix, AZ",33.4802249,-112.1120782
400,3400 E Sky Harbor Blvd,Phoenix,AZ,17114-172186,"3400 E Sky Harbor Blvd, Phoenix, AZ",33.435058,-112.004675
401,530 East McDowell Road,Phoenix,AZ,5326-1013,"530 East McDowell Road, Phoenix, AZ",33.46637905,-112.06570615525547
402,1815 W Glendale Ave,Phoenix,AZ,21102-152448,"1815 W Glendale Ave, Phoenix, AZ",33.5381933,-112.0977116
403,16806 N 7th St,Phoenix,AZ,76656-108201,"16806 N 7th St, Phoenix, AZ",33.5023489,-112.0650445
404,13801 N 19th Ave,Phoenix,AZ,23905-231325,"13801 N 19th Ave, Phoenix, AZ",33.61159025,-112.0991463
405,2727 W Agua Fria Fwy,Phoenix,AZ,27544-245014,"2727 W Agua Fria Fwy, Phoenix, AZ",33.6662525,-112.11903187349377
407,701 West McDowell Road,Phoenix,AZ,10798-101370,"701 West McDowell Road, Phoenix, AZ",33.4654473,-112.0829746
408,810 E Glendale Ave,Phoenix,AZ,74723-98265,"810 E Glendale Ave, Phoenix, AZ",33.5394839,-112.0623349
410,2501 West Happy Valley Road,Phoenix,AZ,8974-95021,"2501 West Happy Valley Road, Phoenix, AZ",33.7083849,-112.11298637657231
411,9925 W. Camelback Road,Phoenix,AZ,9450-95709,"9925 W. Camelback Road, Phoenix, AZ",33.5081897,-112.2893931
412,4123 W. Thunderbird Road,Phoenix,AZ,9251-95286,"4123 W. Thunderbird Road, Phoenix, AZ",33.6110374,-112.0989356
413,4750 E Indian School Rd,Phoenix,AZ,74436-65099,"4750 E Indian School Rd, Phoenix, AZ",33.49602215,-111.97923881352901
414,2727 W Bell Rd,Phoenix,AZ,20277-176125,"2727 W Bell Rd, Phoenix, AZ",33.6384402,-112.12005
415,2502 EAST CAMELBACK RD.,PHOENIX,AZ,28203-249815,"2502 EAST CAMELBACK RD., PHOENIX, AZ",33.5087083,-111.97727
416,3949 E Chandler Blvd,Phoenix,AZ,21438-97176,"3949 E Chandler Blvd, Phoenix, AZ",33.3050589,-112.0322936
417,21001 North Tatum Blvd,Phoenix,AZ,73505-53439,"21001 North Tatum Blvd, Phoenix, AZ",33.6771656,-111.9766681
418,3400 E Sky Harbor Blvd,Phoenix,AZ,16797-172187,"3400 E Sky Harbor Blvd, Phoenix, AZ",33.435058,-112.004675
419,3132 E Camelback Road,Phoenix,AZ,74323-64659,"3132 E Camelback Road, Phoenix, AZ",33.5087083,-111.97727
420,12802 N. Tatum Blvd,Phoenix,AZ,27594-247149,"12802 N. Tatum Blvd, Phoenix, AZ",33.60322185,-111.97895912724478
421,3165 E. Lincoln Dr.,Phoenix,AZ,16299-164165,"3165 E. Lincoln Dr., Phoenix, AZ",33.5313829837691,-112.01423235594642
423,744 W Camelback Rd,Phoenix,AZ,19210-169088,"744 W Camelback Rd, Phoenix, AZ",33.511335700000004,-112.08546597696214
424,3317 E. Bell Road,Phoenix,AZ,8656-93357,"3317 E. Bell Road, Phoenix, AZ",33.6407388,-112.0041659
425,6625 W Happy Valley Rd,Phoenix,AZ,7074-149408,"6625 W Happy Valley Rd, Phoenix, AZ",33.7127802,-112.1074815
426,5350 East Pathfinder Drive,Phoenix,AZ,75507-34919,"5350 East Pathfinder Drive, Phoenix, AZ",33.6884462,-111.974793
427,21001 N Tatum Blvd,Phoenix,AZ,5958-7369,"21001 N Tatum Blvd, Phoenix, AZ",33.6771656,-111.9766681
428,275 East Bell Road,Phoenix,AZ,8606-93575,"275 East Bell Road, Phoenix, AZ",33.6407388,-112.0041659
429,3246 E Bell Rd,Phoenix,AZ,20444-195007,"3246 E Bell Rd, Phoenix, AZ",33.640686890243906,-112.01221230487805
430,1641 East Camelback Road,Phoenix,AZ,5435-1163,"1641 East Camelback Road, Phoenix, AZ",33.5086282,-112.0458362
431,20216 N 27th Avenue,Phoenix,AZ,24426-237911,"20216 N 27th Avenue, Phoenix, AZ",33.67091713131313,-112.11738014141415
432,4605 E. Chandler Blvd.,Phoenix,AZ,6966-85340,"4605 E. Chandler Blvd., Phoenix, AZ",33.30442735,-111.98359388014126
433,2020 W. Baseline Rd,Phoenix,AZ,14593-112345,"2020 W. Baseline Rd, Phoenix, AZ",33.377796595959595,-112.10204225252525
434,4005 East Chandler Boulevard,Phoenix,AZ,74101-22842,"4005 East Chandler Boulevard, Phoenix, AZ",33.3050589,-112.0322936
435,3400 E Sky Harbor Blvd,Phoenix,AZ,16835-172189,"3400 E Sky Harbor Blvd, Phoenix, AZ",33.435058,-112.004675
436,4550 E Cactus,Phoenix,AZ,5455-1418,"4550 E Cactus, Phoenix, AZ",33.5967034,-112.0350843
437,455 N. 3rd Street,Phoenix,AZ,5837-27007,"455 N. 3rd Street, Phoenix, AZ",33.4524961,-112.0689749
438,4505 E Thomas Rd,Phoenix,AZ,5160-145465,"4505 E Thomas Rd, Phoenix, AZ",33.4804466,-112.001566
439,2824 N. 44th Street,Phoenix,AZ,13213-100434,"2824 N. 44th Street, Phoenix, AZ",33.5158944,-111.9865989
440,7409 W Virginia Ave,Phoenix,AZ,76360-97181,"7409 W Virginia Ave, Phoenix, AZ",33.476463122448976,-112.21921553061225
441,4707 E Shea Blvd,Phoenix,AZ,3991-148365,"4707 E Shea Blvd, Phoenix, AZ",33.580947,-111.97899630501342
442,2815 N. 91st Avenue,Phoenix,AZ,10309-98945,"2815 N. 91st Avenue, Phoenix, AZ",33.478710973895794,-112.25508330927359
443,4010 E. Greenway Road,Phoenix,AZ,2836-89363,"4010 E. Greenway Road, Phoenix, AZ",33.62669915,-111.9956981449711
445,6321 E. Greenway Road,Phoenix,AZ,21986-106021,"6321 E. Greenway Road, Phoenix, AZ",33.62464275,-111.94456969302215
446,4855 E Warner Rd,Phoenix,AZ,48028-256724,"4855 E Warner Rd, Phoenix, AZ",33.33259658331379,-111.97799078381868
447,18411 N Cave Creek Rd,Phoenix,AZ,73175-21704,"18411 N Cave Creek Rd, Phoenix, AZ",33.5765782,-112.0563405
448,1311 East Bell Road,Phoenix,AZ,47951-246504,"1311 East Bell Road, Phoenix, AZ",33.6407388,-112.0041659
449,17045 N 7th St,Phoenix,AZ,14560-108520,"17045 N 7th St, Phoenix, AZ",33.640711126760564,-112.06541809859155
450,2340 E. Baseline Road,Phoenix,AZ,9414-95702,"2340 E. Baseline Road, Phoenix, AZ",33.3777456,-112.0660092
451,650 E. Osborn Road,Phoenix,AZ,19281-187644,"650 E. Osborn Road, Phoenix, AZ",33.4877599,-112.06535496953487
452,4515 E Thomas Rd,Phoenix,AZ,76362-97182,"4515 E Thomas Rd, Phoenix, AZ",33.4804466,-112.001566
453,2802 East Indian School Road,Phoenix,AZ,19764-172585,"2802 East Indian School Road, Phoenix, AZ",33.4948637,-112.029505
454,Terminal 3 North,Phoenix,AZ,72498-10895,"Terminal 3 North, Phoenix, AZ",33.4347411,-112.0100737
455,13440 North 7th St,Phoenix,AZ,79791-101006,"13440 North 7th St, Phoenix, AZ",33.5023489,-112.0650445
456,5549 E Indian School Rd,Phoenix,AZ,23629-231644,"5549 E Indian School Rd, Phoenix, AZ",33.488862367832766,-111.96130330350647
457,4637 E Shea Blvd,Phoenix,AZ,21889-203904,"4637 E Shea Blvd, Phoenix, AZ",33.58241285,-111.98103367556013
458,4340 East Indian School Road,Phoenix,AZ,5810-20223,"4340 East Indian School Road, Phoenix, AZ",33.49500328628795,-111.98826358997698
459,8021 N 35th Avenue,Phoenix,AZ,79754-111084,"8021 N 35th Avenue, Phoenix, AZ",33.5422525,-112.1343474
460,3131 East Thunderbird Rd,Phoenix,AZ,74944-101008,"3131 East Thunderbird Rd, Phoenix, AZ",33.6103989,-112.01493549860342
461,5715 N 19th Ave,Phoenix,AZ,76825-111230,"5715 N 19th Ave, Phoenix, AZ",33.52096405,-112.09742073662878
462,13240 N 7th St,Phoenix,AZ,5829-21581,"13240 N 7th St, Phoenix, AZ",33.6067956,-112.06571189962925
463,13637 N. Tatum Blvd.,Phoenix,AZ,5439-1188,"13637 N. Tatum Blvd., Phoenix, AZ",33.610986,-111.97752328985872
465,6202 S 16th St,Phoenix,AZ,79515-96792,"6202 S 16th St, Phoenix, AZ",33.39112448484848,-112.0474539090909
466,4204 West Cactus Rd,Phoenix,AZ,21596-200587,"4204 West Cactus Rd, Phoenix, AZ",33.5963865,-112.1296725
467,3616 E Ray Rd,Phoenix,AZ,70315-140365,"3616 E Ray Rd, Phoenix, AZ",33.3168045,-112.00546502910765
468,10926 W Bell Rd,Phoenix,AZ,79767-136609,"10926 W Bell Rd, Phoenix, AZ",33.6401329,-112.0845504
469,120 E Taylor Street,Phoenix,AZ,70064-138184,"120 E Taylor Street, Phoenix, AZ",33.4536454,-112.0721854
470,50 W. Jefferson Street,Phoenix,AZ,5534-170944,"50 W. Jefferson Street, Phoenix, AZ",33.447652399999996,-112.07480490663967
471,1610 N. 75th Avenue,Phoenix,AZ,9997-97957,"1610 N. 75th Avenue, Phoenix, AZ",33.5019384,-112.2204852
472,1 Norterra Dr,Phoenix,AZ,9065-113971,"1 Norterra Dr, Phoenix, AZ",33.7381349,-112.1130673
473,5557 N. 7th Street,Phoenix,AZ,10128-98948,"5557 N. 7th Street, Phoenix, AZ",33.518299049999996,-112.06461447509656
474,2360 W Northern Ave,Phoenix,AZ,5469-237912,"2360 W Northern Ave, Phoenix, AZ",33.5534038,-112.10961935
475,2425 East Camelback Road,Phoenix,AZ,5422-1009,"2425 East Camelback Road, Phoenix, AZ",33.5087083,-111.97727
476,340 East McDowell Rd,Phoenix,AZ,74998-101007,"340 East McDowell Rd, Phoenix, AZ",33.4662133,-112.0674602738131
477,4747 E Elliot Rd,Phoenix,AZ,74722-65080,"4747 E Elliot Rd, Phoenix, AZ",33.3478451,-111.98189909030341
478,111 NW 3rd Street,Phoenix,AZ,75382-102494,"111 NW 3rd Street, Phoenix, AZ",33.4911291,-112.0694428
479,4025 E. Thunderbird Road,Phoenix,AZ,73728-106041,"4025 E. Thunderbird Road, Phoenix, AZ",33.6110893,-111.99412459527963
480,1601 E. Bethany Home Road,Phoenix,AZ,6954-87965,"1601 E. Bethany Home Road, Phoenix, AZ",33.5234318,-112.04711790354442
481,3320 W. Bethany Home Road,Phoenix,AZ,7971-95229,"3320 W. Bethany Home Road, Phoenix, AZ",33.5245479,-112.13111461873959
483,5344 N. 7th Avenue,Phoenix,AZ,9590-96066,"5344 N. 7th Avenue, Phoenix, AZ",33.5163743,-112.08288417551704
484,350 W. Thomas Rd.,Phoenix,AZ,75274-80037,"350 W. Thomas Rd., Phoenix, AZ",33.4822628,-112.08005151512393
486,16900 N. Tatum Blvd.,Phoenix,AZ,5547-194384,"16900 N. Tatum Blvd., Phoenix, AZ",33.63933335,-111.97829190538985
487,15054 N. Scottsdale Rd.,Phoenix,AZ,5865-29155,"15054 N. Scottsdale Rd., Phoenix, AZ",33.5982102,-111.9261226
488,7000 E. Mayo Blvd.,Phoenix,AZ,2940-92106,"7000 E. Mayo Blvd., Phoenix, AZ",33.65618475,-111.92998970333127
489,9830 W Lower Buckeye,Phoenix,AZ,76596-96304,"9830 W Lower Buckeye, Phoenix, AZ",33.4222846,-112.1670175
490,3130 W Carefree Hwy,Phoenix,AZ,73583-79483,"3130 W Carefree Hwy, Phoenix, AZ",33.79817526888807,-112.12754044342752
491,3135 W Peoria Ave,Phoenix,AZ,6682-222364,"3135 W Peoria Ave, Phoenix, AZ",33.5818331,-112.1240549
493,950 Fair St,Prescott,AZ,5008-153924,"950 Fair St, Prescott, AZ",34.55330930748177,-112.48264675418204
