,name,type,formed,location_x,stage,company,acquired,searchfund_index,searchWebsite,companyWebsite,industry,location_y,searchers,investors,associates
293,Amergent Capital  ,Traditional,20140707,"Santo Domingo, Santo Domingo Province, Dominican Republic",Acquired,Contact Centers Dominicana (CCD),20170101,47,http://www.amergentcap.com/,http://ccd.com.do/,Business Services,"Santo Domingo, Distrito Nacional, Dominican Republic",['Kalil\xa0Diaz'],"['Jim\xa0Southern', 'Tom\xa0Matlack', 'Scott\xa0Alderman', 'Maurice\xa0Pinto ', 'Coley\xa0Andrews', 'Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Greg\xa0Matthews', 'Grant\xa0Schafle', 'Sandro\xa0Mina', 'Martin\xa0Steber']","['Elsie\xa0Yau', 'Jiou\xa0Yu']"
294,Lia Majid search fund  ,Single Sponsor,20150701,"Chicago, IL, United States",Acquired,Acorn Legal Solutions,20170101,608,,http://acornls.com/,Business Services,"Chicago, IL, United States",['Lia\xa0Majid'],"['Timothy\xa0Bovard', 'Jeremy\xa0Silverman', 'Jake\xa0Nicholson', 'Andrea\xa0Gonzalez Corleto']",[]
295,Ashlar Capital  ,Traditional,20150101,"Palo Alto, CA, United States",Acquired,EPIX ANESTHESIA,20170101,797,https://www.ashlarcap.com,https://epixanesthesia.com,Healthcare,"Peachtree Corners, GA, United States","['Ian\xa0McKelvie', 'Scott\xa0Freishtat']",[],[]
296,Oxfield Capital  ,Self Funded,20160101,"Washington, D.C., DC, United States",Acquired,Frontline Data Solutions,20170101,116,inactive: http://www.oxfieldcapital.com/,http://www.fldata.com/,Software,"Houston, TX, United States",['Ren Lu\xa0You'],[],[]
297,Maximus Capital Partners  ,Traditional,20140707,"McLean, VA, United States",Acquired,Circle of Life Homecare,20170115,39,http://www.maximus-capital-partners.com/,https://www.circleoflifehc.com/,Healthcare,"Minneapolis, MN, USA",['Himmat\xa0Singh'],"['Scott\xa0Asen', 'Richard\xa0Augustyn', 'Jon\xa0Altschuler', 'Craig\xa0Burr ', 'Matthew\xa0Burr', 'David\xa0Dodson', 'Bill\xa0Egan ', 'Mark\xa0Egan ', 'Peter\xa0Schober', 'Kent\xa0Weaver', ""MK\xa0O'Connell"", ""Michael F\xa0O'Connell"", 'Will\xa0Stevenson', 'Jeff\xa0Stevens', 'Tushar\xa0Shah', 'Jim\xa0Edmunds', 'Rich\xa0Kelley', 'David\xa0Carver', 'Howard\xa0Stevenson ', 'Ashley\xa0Giesler', 'Greg\xa0Matthews', 'Grant\xa0Schafle', 'Larry\xa0Dunn']",[]
298,"Mariner Street, LLC  ",Self Funded,20160501,"Buffalo, NY, United States",Acquired,American Fence Company,20170201,529,http://www.marinerstreet.com,http://americanfencecowny.com,Construction,"Tonawanda, NY, United States","['Chris\xa0LaFleur ', 'Andrew\xa0Olsen']",['Matthew\xa0Brady'],[]
299,Olmo Capital  ,Traditional,20150606,"Monterrey, Mexico",Acquired,IRESA (2/2017) & BASAL Almacenamiento y Logística (10/2018),20170201,211,http://olmo.capital/,http://www.iresa.com.mx/,Transportation,"Mexico City, Mexico","['Alejandro\xa0Gonzalez', 'Mario\xa0Coronado']","['Jeff\xa0Stevens', 'Tom\xa0Cassutt', 'David\xa0Lazier', 'Ashley\xa0Giesler', 'Greg\xa0Matthews', 'Grant\xa0Schafle', 'Sandro\xa0Mina', 'Martin\xa0Steber', ""MK\xa0O'Connell"", ""Michael F\xa0O'Connell""]","['Adrian\xa0Garza ', 'Adrian\xa0Garza']"
300,"Graham Street Capital, LLC  ",Self Funded,20100510,"Seattle, WA, United States",Acquired,Caravel Gourmet Sea Salts,20170201,544,http://www.grahamstreetcapital.com/,,Wholesale,"Seattle, WA, United States",['Paul\xa0Springer'],"['Andy\xa0Wattula ', 'Ethan\xa0Rudin ', 'Ed\xa0McGovern ', 'Jaime\xa0Kiehn ', 'David\xa0Carver', 'Jim\xa0Edmunds', 'Rich\xa0Kelley']",[]
301,"Featherstone Holdings, LLC  ",Traditional,20110301,"Salt Lake City, UT, USA",Acquired,Recovery Help (Mobile Telehealth Recovery Programs),20170301,957,,https://www.recoveryhelp.com/,Healthcare,"Salt Lake City, UT, USA",['Bradley\xa0Fisher '],[],[]
302,Cub Investments  ,Self Funded,20161101,"San Francisco, CA, United States",Acquired,The Wright Gardner,20170301,592,http://www.cubinvestments.com/,http://thewrightgardner.com/,Business Services,"1162 Folsom Street San Francisco, California 94103","['Nick\xa0Haschka', 'Anu\xa0Sharma ']",[],[]
303,Granite Capital  Northwestern University - Kellogg School of Management,Single Sponsor,20160901,"Boston, MA, United States",Acquired,SBC Management,20170301,162,http://www.gemini-investors.com/,,Healthcare,"Los Angeles, CA, United States",['Raymond\xa0Fan'],"['James\xa0Goodman', 'Sumit\xa0Garg']",[]
304,Castle Capital  ,Traditional,20150404,"Los Angeles, CA, United States",Acquired,Tire Disposal & Recycling (TDR),20170301,144,http://castle-capital.com/,http://www.tiredisposal-recycling.com/,Transportation,"Portland, OR, United States",['Chandos\xa0Mahon'],"['Andy\xa0Love', 'Ashley\xa0Giesler', 'Bret\xa0Comolli', 'Coley\xa0Andrews', 'David\xa0Carver', 'David\xa0Dodson', 'Doug\xa0Tudor ', 'Gerald\xa0Risk', 'Jeff\xa0Stevens', 'Jim\xa0Edmunds', 'Jim\xa0Ellis', 'Jim\xa0Johnson', 'Jim\xa0Southern', 'Kevin\xa0Taweel', 'Larry\xa0Dunn', 'Paul\xa0Davies', 'Matt\xa0Diamond', 'Rene\xa0Lajous', 'Rich\xa0Kelley', 'Richard\xa0Augustyn', 'Will\xa0Thorndike', 'Susan\xa0Pohlmeyer', 'Greg\xa0Matthews', 'Grant\xa0Schafle', 'Scott\xa0Alderman', 'Brad\xa0Buser']",[]
305,Barah Capital Partners  ,Traditional,20150901,"San Diego, CA, United States",Acquired,Unified Dental Care,20170301,77,http://www.barahcapital.com/,https://www.unifieddentalcare.com/,Healthcare,"Detroit, MI, United States","['Olaide\xa0Lawal', 'Jason\xa0Jackson']","['Will\xa0Thorndike', 'Tushar\xa0Shah', 'Jim\xa0Southern', 'Coley\xa0Andrews', 'David\xa0Carver', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'Scott\xa0Alderman', 'Cregg\xa0Baumbaugh', 'Mitch\xa0Cohen', 'David\xa0Dodson', 'Bill\xa0Egan ', 'Mark\xa0Egan ', 'Allen\xa0Hill ', 'Sergei\xa0Kaminskiy ', 'Jon\xa0Staenberg', 'Kent\xa0Weaver', 'Todd\xa0Sandoz ']",[]
306,"Exultant Capital, LCC  ",Self Funded,20141201,"Hudson, OH, USA",Acquired,The Storage Co.,20170301,1199,,https://www.thestorageco.com/,Consumer Services,"Wadsworth, OH, USA",['Jack\xa0Bonnette '],[],[]
307,Padua Capital  ,Self Funded,20160525,"Guatemala City, Guatemala Department, Guatemala",Acquired,Distribuciones Globales,20170401,369,inactive: http://www.paduacapital.com,http://www.globales.com.gt/,Business Services,"Ciudad de Guatemala, Guatemala",['Juan\xa0Aguilar'],"['Jim\xa0Sharpe', 'Tom\xa0Matlack']",[]
308,Magnum Capital Partners  ,Traditional,20150707,"Montreal, QC, Canada",Acquired,Scribendi Inc,20170401,64,http://magnumcp.com/,https://www.scribendi.com,Business Services,"Chatham-Kent, ON, Canada","['Enrico\xa0Magnani', 'Patricia\xa0Riopel']","['Jim\xa0Johnson', 'Kent\xa0Weaver', ""MK\xa0O'Connell"", ""Michael F\xa0O'Connell"", 'Matt\xa0Diamond', 'Peter\xa0Schober', 'Scott\xa0Asen', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'David\xa0Carver', 'Tom\xa0Cassutt', 'David\xa0Lazier', 'Ted\xa0McCarthy', 'Craig\xa0Jones', 'James\xa0Vandervelden', 'Bill\xa0Egan ', 'Mark\xa0Egan ', 'A.J.\xa0Wasserstein', 'Todd\xa0Tracey', 'Bob\xa0Hannon']","['Juan\xa0Bernal', 'Danny\xa0Dumas', 'Anis\xa0Kali', 'Nouha\xa0Benouniche', 'Iva\xa0Deng', 'Naomi\xa0Vienneau', 'Michael\xa0Ralph', 'Luyang\xa0Li', 'Alex\xa0Massi', 'Mohamad\xa0Ismail', 'Ach\xa0Gaddes', 'Robert\xa0Ralph', 'Wenyi\xa0Tang', 'James\xa0Lising', 'Max\xa0Lan', 'Carina\xa0Dumitru', 'Jérémy\xa0Major', 'Pascal\xa0Nuamah', 'Vincent\xa0Tremblay', 'Hussam\xa0Alsiyud', 'Wendi\xa0Dai']"
309,Alpine Growth Partners  ,Traditional,20150416,"Toronto, Ontario, Canada",Acquired,Datavalet Technologies,20170501,846,http://www.alpinegp.ca/,http://www.datavalet.com,Software,"Montreal, Quebec, Canada","['Daniel\xa0Forest', 'Toby\xa0Chang']","['Jackson\xa0Pan', 'Jacky\xa0Sa', 'Chris\xa0Hua', 'Gaurav\xa0Mathur', 'TJ\xa0Kaloti', 'Meng\xa0Tang', 'Philip\xa0Protomanni', 'Sumaiya\xa0Jannat', 'James\xa0MingXu Zhang', 'Amjad (A.J.)\xa0Patel', 'Jon\xa0Davies', 'Andy\xa0Mak', 'Guillermo\xa0Pendola', 'Marcio\xa0Kawassaki', 'Zulfiqar\xa0Azam', 'William\xa0Ma', 'Robert\xa0Nicolas', 'Fabio\xa0Serpa', 'Suday\xa0Jain']",[]
310,Cascadian Capital  ,Traditional,20150707,"Zephyr Cove-Round Hill Village, NV, United States",Acquired,Falcon Critical Care Transport,20170501,205,http://www.cascadiancapital.com/, http://www.falconambulance.com,Healthcare,"San Francisco, CA, United States",['Tyler\xa0Coats'],"['Kent\xa0Weaver', 'Jim\xa0Southern', 'Richard\xa0Augustyn', 'Coley\xa0Andrews', 'Larry\xa0Dunn', 'Jeff\xa0Stevens', 'Tom\xa0Cassutt', 'Ashley\xa0Giesler', 'David\xa0Lazier', 'Scott\xa0Alderman', 'Will\xa0Thorndike', 'Cregg\xa0Baumbaugh', 'Joe\xa0Niehaus', 'Mitch\xa0Cohen', 'Doug\xa0Tudor ', 'David\xa0Dodson', 'Greg\xa0Matthews', 'Peter\xa0Kelly', 'Grant\xa0Schafle', 'Gerald\xa0Risk', 'Jim\xa0Ellis', 'Kevin\xa0Taweel']",['Kurt\xa0Sheline ']
311,Stavanger Capital  ,Self Funded,20150808,"Houston, TX, United States",Acquired,"eBackpack, Inc.",20170501,112,inactive:: http://stavangercapital.com/,http://www.ebackpack.com,Software,"Rockwall, TX, United States",['Niklas\xa0James'],['Brad\xa0Brown'],[]
312,Seven Springs Partners  ,Single Sponsor,20160606,"New York, NY, United States",Acquired,"Analytical Technologies Group, LLC",20170601,56,http://www.sevenspringspartners.com/,https://www.atgservice.com/,Healthcare,"Groton, CT, USA","['Michael\xa0Kuchta', 'Brandon\xa0Kuchta ']","['Jim\xa0Sharpe', 'Adam\xa0Barker', 'Tony\xa0Ibarguen ']",[]
313,Pacific Oak  Harvard University - Harvard Business School,Self Funded,20140726,"San Francisco, CA, United States",Acquired,Precision Emprise,20170601,17,http://www.pacific-oak.com/,www.safesidewalks.com,Construction,"San Francisco, CA, United States",['Marc\xa0Cussenot'],"['Eric\xa0Hautemont ', 'Jim\xa0Sharpe', 'Mason\xa0Myers', 'Timothy\xa0Bovard']",[]
314,Lincoln Hill Holdings  ,Traditional,20161001,"Chicago, IL, United States",Acquired,Fibre Tec Packaging,20170601,285,http://www.lincolnhillholdings.com/,http://www.fibretecpkg.com,Manufacturing,"Chicago, IL, United States","['David\xa0Shapiro ', 'Graham\xa0Balentine ', 'William\xa0Pucillo']",[],[]
315,Enable Dental Group  ,Self Funded,20170601,"5555 N Lamar Blvd, Ste L123, Austin, TX 78751",Acquired,Enable Dental Group,20170601,751,www.enabledental.com,www.enabledental.com,Healthcare,"5555 N Lamar Blvd, Ste L123, Austin, TX 78751",['Ben\xa0Tiggelaar'],[],[]
316,Finchbrook Partners LLC  ,Self Funded,20160901,"Mount Vernon, WA, United States",Acquired,Eddyline Kayaks,20170615,350,http://www.finchbrookpartners.com/,https://eddyline.com/,Manufacturing,"Burlington, WA 98233, USA",['Scott\xa0Holley '],"['Don\xa0Nelson', 'Brad\xa0Barkin', 'Dan\xa0Kingston']",[]
317,AltaLink Capital  ,Traditional,20150707,"Provo, UT, United States",Acquired,Efficient Forms,20170627,89,http://altalinkcapital.com/,https://www.efficienthire.com/,Software,"Colorado, United States",['Mike\xa0Robertson'],"['Jim\xa0Southern', 'Coley\xa0Andrews', 'Gerald\xa0Risk', 'Kevin\xa0Taweel', 'Jim\xa0Ellis', 'Joel\xa0Peterson', 'Aaron\xa0Gabbart', 'Will\xa0Thorndike', 'Joe\xa0Niehaus', 'David\xa0Dodson', 'Sandro\xa0Mina', 'Martin\xa0Steber', 'Rafael\xa0Somoza', 'José\xa0Stella', 'Peter\xa0Kelly', 'David\xa0Carver', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'Tom\xa0Cassutt', 'David\xa0Lazier', 'Kent\xa0Weaver', 'Scott\xa0Alderman', 'Cregg\xa0Baumbaugh', 'Mitch\xa0Cohen', 'Doug\xa0Tudor ', 'Mark\xa0McLaughlin', 'Keith\xa0Gross', 'Clint\xa0Peterson', 'Girish\xa0Pashilkar']","['Michael\xa0Edis', 'George\xa0Choi', 'Connor\xa0Winters', 'Chad\xa0Janis', 'Jackson\xa0Hart', 'Sidney\xa0Draughon', 'Alden\xa0Funk', 'William\xa0Montgomery', 'Jonathan\xa0Chichoni', 'Easton\xa0Hill', 'Blake\xa0Brown', 'Cash\xa0Allred', 'Connor\xa0Crandall', 'Sydnie\xa0Keddington Ludlow', 'Aaron\xa0Rowan', 'Jacob\xa0Bryson', 'Alex\xa0Waller', 'Benjamin\xa0Hansen', 'Daniel\xa0Schwartz', 'James\xa0Pao', 'Jake\xa0Valentine', 'Ian\xa0Kahng', 'Adam\xa0Garrett', 'Austin\xa0Sosa', 'Russell\xa0Gardner', 'Jason\xa0Lui', 'Blake\xa0Hannesson', 'Gabe\xa0Jensen', 'Alex\xa0Brown', 'Nathan\xa0Ricks', 'Jeffrey\xa0Todd', 'JR\xa0Oldham', 'Ryan\xa0Fogarty', 'Stuart\xa0Pace', 'Beihe (Sunny)\xa0Le', 'Austin\xa0Allan', 'Kip\xa0Winterton', 'Bronson\xa0Fikus', 'Sam\xa0Jenks', 'Max\xa0Fillmore', 'Clint\xa0McClellan', 'Trevor\xa0Stephens', 'Braden\xa0Moojalsky', 'Brayden\xa0Willie', 'Jacob\xa0Miller', 'Jordan\xa0Phelps', 'Ethan\xa0Clemence']"
318,Glass Lake Capital ,Traditional,20150701,"Chicago, IL, United States",Acquired,Richmond Alarm Company,20170707,321,http://www.glasslakecapital.com/,https://www.richmondalarm.com/,Business Services,"Richmond, VA, USA",['Brian\xa0Vanderheyden'],"['Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Rene\xa0Lajous', 'Paul\xa0Davies', 'Jim\xa0Southern', 'Coley\xa0Andrews', 'David\xa0Carver', 'Jim\xa0Edmunds', 'Rich\xa0Kelley', 'Jim\xa0Perry ', 'Nick\xa0Alexos ', 'Will\xa0Thorndike', 'Joe\xa0Niehaus', 'Matt\xa0Diamond', 'Jim\xa0Johnson', 'Richard\xa0Augustyn', 'David\xa0Dodson', 'Bret\xa0Comolli', 'Jim\xa0Ellis', 'Gerald\xa0Risk', 'Kevin\xa0Taweel', 'Greg\xa0Matthews', 'Grant\xa0Schafle', 'Larry\xa0Dunn', 'Sandro\xa0Mina', 'Martin\xa0Steber']",[]
319,East Crawford LLC  ,Single Sponsor,20160801,"Minneapolis, MN, United States",Acquired,RedRock Financial,20170714,670,https://www.eastcrawford.com/,https://rrockfinancial.com,Finance,"Cleveland, OH, United States",['Jordan\xa0Scheiman '],['Shannon\xa0Jones'],[]
320,Northmont  ,Self Funded,20160501,"Toronto, Ontario, Canada",Acquired,Dodds Garage Door Systems,20170801,343,http://www.northmont.ca/,https://www.doddsdoors.com/,Construction,"Richmond Hill, Ontario, Canada",['Zack\xa0Belzberg'],"['Charles\xa0Winograd ', 'David\xa0Mindell ', 'George\xa0Rossolatos', 'Jim\xa0Sharpe', 'Todd\xa0Worsley']",[]
321,Albaron Growth Partners  ,Traditional,20150606,"New York, NY, United States",Acquired,Metro Vein Centers,20170801,69,http://albarongrowth.com/,http://metroveincenters.com/,Healthcare,"Detroit, MI, United States","['Dmitri\xa0Ivanov', 'Alessio\xa0Baraldi']","['Jeff\xa0Stevens', 'Ashley\xa0Giesler', ""MK\xa0O'Connell"", ""Michael F\xa0O'Connell"", 'Paul\xa0Davies', 'Will\xa0Thorndike', 'Joe\xa0Niehaus', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'Scott\xa0Alderman', 'Matt\xa0Zucker', 'Tim\xa0Ludwig', 'Gerald\xa0Risk', 'Kent\xa0Weaver', 'Richard\xa0Augustyn', 'Andy\xa0Love', 'Rafael\xa0Somoza', 'Robert\xa0Dahl ', 'David\xa0Provost ', 'Kevin\xa0Taweel', 'Craig\xa0Burr ', 'A.J.\xa0Wasserstein', 'Bill\xa0Egan ', 'Scott\xa0Asen', 'Greg\xa0Matthews', 'Grant\xa0Schafle', 'Larry\xa0Dunn', 'Brad\xa0Brown', 'Brad\xa0Buser']","['Paul\xa0Yurashevich ', 'Bryan\xa0Seethor ']"
322,Silver Field Capital  ,Traditional,20150707,"Chicago, IL, United States",Acquired,Applied Data Corporation (ADC),20170801,44,http://www.silverfieldcapital.com/,http://www.AppliedDataCorp.com,Business Services,"Tampa, Florida, United States",['Shamus\xa0Hines'],"['Richard\xa0Augustyn', 'Scott\xa0Alderman', 'Dennis\xa0Chookaszian', 'Bill\xa0Egan ', 'Mark\xa0Egan ', 'Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Michael\xa0Miles', 'Steve\xa0Morrissette ', 'Jim\xa0Perry ', 'Doug\xa0Tudor ', 'Paul\xa0Furlow', 'Mark\xa0Hilderbrand ', 'Barry\xa0Reynolds ', 'Paul\xa0Davies', 'Rene\xa0Lajous', 'Greg\xa0Matthews', 'Grant\xa0Schafle', 'Larry\xa0Dunn', 'Andy\xa0Love', 'Brad\xa0Buser', 'B.A.\xa0Cullum']","['PEI\xa0YANG ', 'Han\xa0Jing', 'Erick\xa0Laseca']"
323,NextGen Growth Partners - EIR Gabe Barkley  ,Single Sponsor,20160707,"Chicago, IL, United States",Acquired,"MHW, Ltd. (acquired Bevstrat 2/5/2019)",20170801,102,http://nextgengp.com/,http://www.mhwltd.com/,Wholesale,"Manhasset, NY, United States",['Gabe\xa0Barkley'],"[""Brian\xa0O'Connor"", 'Will\xa0Daly', 'Josh\xa0Dennis', 'Rich\xa0Herrick ', 'Mark\xa0Agnew', 'Patrick\xa0Dickinson', 'Dennis\xa0Chookaszian', 'Scott\xa0Donaldson', 'Joe\xa0Higgins ', 'Alex\xa0Hodgkin', 'Steven\xa0Kaplan', 'Brad\xa0Morehead ', 'Jim\xa0Perry ', 'Ellen\xa0Rudnick ', 'Alex\xa0Schneider', 'David\xa0Sulaski', 'Joel\xa0Feldmann']","['Reginald\xa0Bailey', 'Max\xa0Hannula', 'Henry\xa0Anwar', 'Joshua\xa0DeMille', 'Marijan\xa0Ljubic', 'Junil\xa0Kim', 'Dave (Ji Woo)\xa0Kim', 'Anurag\xa0Vuthunuri', 'Xin (Gloria)\xa0Jin', 'Griffin\xa0Michel', 'Poorva\xa0Shah', 'Kevin\xa0Yeshik Yoon', 'Dan\xa0Petrick', 'Nick\xa0Seger', 'Brett\xa0Moss', 'Stephen\xa0Staley', 'David\xa0Kerr', 'Amol\xa0Sharma', 'Saira\xa0Ahmed', 'Michael\xa0Montoya', 'Samuel\xa0Sen', 'Alara\xa0Ozaner', 'Aadit\xa0Kumar', 'Annie\xa0Li', 'Andrew\xa0Machoskie', 'Emma\xa0Sotomayor', 'Justin\xa0Ploeger', 'Vera\xa0Parashchak', 'Clarence\xa0Kung', 'Justin\xa0Williamson', 'Christopher\xa0Wieland', 'Carter\xa0Goetz', 'Milosz\xa0Gawlik', 'Yili\xa0Xiong', 'David\xa0McBroom', 'Case\xa0Nieboer']"
324,Rich Sea  ,Single Sponsor,20150606,"Chicago, IL, United States",Acquired,Perfect Surface,20170815,60,NOT ACTIVE: www.richseallc.com/,http://perfectsurfaceinc.com,Construction,"Houston, TX, USA",['Ayo\xa0Phillips'],['Shannon\xa0Jones'],[]
325,Thesis Capital  ,Self Funded,20170501,"Houston, TX, United States",Acquired,Zibtek`,20170831,567,www.thesiscapital.com,https://www.zibtek.com/,Software,"Houston, TX, USA",['Ian\xa0Reynolds'],[],[]
326,Aquacopia Management LLC//Aquacopia Venture Partners LLC  ,Self Funded,20161201,"New York, NY, United States",Acquired,NovoNutrients,20170901,574,http://www.aquacopia.com/,https://www.novonutrients.com/contact,Agriculture,"Sunnyvale, CA, USA",['David\xa0Tze '],[],[]
327,LogCap Partners  ,Traditional,20150303,"Austin, TX, United States",Acquired,3T Holdings LLC (dba Wyatt's Towing Denver),20170901,213,inactive: http://www.logcappartners.com/,http://www.wyattstowing.com/,Business Services,"Denver, CO, USA",['Trevor\xa0Forbes'],"['Grant\xa0Schafle', 'Jim\xa0Southern', 'Coley\xa0Andrews', 'Jeff\xa0Stevens', 'Jason\xa0Luther', 'Ashley\xa0Giesler', 'Cregg\xa0Baumbaugh', 'Scott\xa0Alderman', 'Mitch\xa0Cohen', 'Paul\xa0Davies', 'Rene\xa0Lajous', 'Chris\xa0Sekula', 'Jim\xa0Ellis', 'Gerald\xa0Risk', 'Tom\xa0Cassutt', 'David\xa0Lazier', 'Lenny\xa0Mendonca', 'Jim\xa0Johnson', 'Matt\xa0Diamond', 'Richard\xa0Augustyn', 'Larry\xa0Dunn', 'Kent\xa0Weaver', 'Greg\xa0Matthews']","['Ghulam\xa0(Mustafa) Dhanani ', 'Sam\xa0Lerma']"
328,Cork Capital  ,Traditional,20150601,"Chicago, IL, United States",Acquired,FIMC,20170901,242,inactive: http://www.cork-cap.com/,http://www.fimc.com,Consumer Services,"Sarasota, Florida, United States",['Brian\xa0Williams'],"['Michael\xa0Miles', 'Carlos\xa0Saez', 'Andy\xa0Love', 'Matt\xa0Estep', 'Mike\xa0Smerklo', 'Richard\xa0Augustyn', 'Scott\xa0Alderman', 'Larry\xa0Dunn', 'Tom\xa0Cassutt', 'David\xa0Lazier', 'Robert\xa0Whitelaw', 'Rick\xa0Bruder', 'Sandro\xa0Mina', 'Martin\xa0Steber', 'David\xa0Carver', 'Jim\xa0Edmunds', 'Rich\xa0Kelley', 'Todd\xa0Tracey', 'Brad\xa0Buser', 'Will\xa0Thorndike', 'J.T.\xa0Fitzgerald', 'Sam\xa0Duprey ']",[]
329,Ultima Capital Partners  ,Traditional,20160901,"Boston, MA, United States",Acquired,Circle Surrogacy,20170901,329,http://www.ultimacapitalpartners.com/,http://www.circlesurrogacy.com,Healthcare,"Boston, MA, USA","['Steuart\xa0Botchford ', 'Sam\xa0Hyde ']","['Jim\xa0Southern', 'Coley\xa0Andrews', 'Scott\xa0Alderman', 'Cregg\xa0Baumbaugh', 'Mitch\xa0Cohen', 'Aaron\xa0Gabbart', 'David\xa0Dodson', 'Gerald\xa0Risk', 'Jim\xa0Ellis', 'Kevin\xa0Taweel', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'David\xa0Carver', 'Andy\xa0Love', 'Brad\xa0Buser', 'B.A.\xa0Cullum', 'Will\xa0Thorndike', 'Jim\xa0Wilder', 'Joe\xa0Niehaus', 'Rene\xa0Lajous', 'Paul\xa0Davies', 'Chris\xa0Sekula', 'Brad\xa0Brown', 'Tim\xa0Ludwig', 'Kent\xa0Weaver', 'Andrew\xa0Saltoun ', 'Blake\xa0Winchell ', 'Lacey\xa0Wismer', 'Andrew\xa0Hunter ', 'Brett\xa0Byers ']",[]
330,Collins Family Ventures  ,Traditional,20160505,"Miraflores, Peru",Acquired,TravelMax,20170918,202,http://collinsfamilyventures.com/,https://travelmax.com/,Business Services,"Av Jose Larco 1325, Miraflores 15074, Peru","['Simone\xa0Collins', 'Malcolm\xa0Collins']","[""Michael F\xa0O'Connell"", 'Andy\xa0Love', 'Guillermo\xa0Zambrano', 'Greg\xa0Matthews', 'Brad\xa0Buser', 'Grant\xa0Schafle', 'Brad\xa0Brown', 'Angel\xa0Alvarez Cadavieco', 'David\xa0Dodson', 'Doug\xa0Tudor ', 'Will\xa0Thorndike', 'Sandro\xa0Mina', 'Martin\xa0Steber', 'Peter\xa0Kelly', 'Maurice\xa0Pinto ', 'Frank\xa0Van Lint ', 'Jamie\xa0Turner ', 'Ted\xa0McCarthy', 'Tomas\xa0Bergstrand', 'Jeff\xa0Stevens', 'Todd\xa0Tracey', 'Ashley\xa0Giesler', 'David\xa0Carver', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', ""MK\xa0O'Connell""]",['Colin\xa0Brady']
331,Capitas Partners  ,Self Funded,20150901,"Los Angeles, CA, United States",Acquired,"The Tech Info Group (merged with ISP, now branded as InfoNetworks)",20170929,315,http://www.capitaspartners.com/,www.infonetworks.com,Business Services,"Los Angeles, CA, United States",['David\xa0Eshaghian '],[],[]
332,One Line Partners  ,Traditional,20131201,"New York, NY, United States",Acquired,Mercury Roadways,20171001,36,http://www.onelinepartners.com/,http://www.mercuryroadways.com/,Transportation,"Baltimore, MD, USA","['Alex\xa0Ginsberg', 'Woody\xa0Baum']","['Jeff\xa0Stevens', 'Paul\xa0Davies', 'Rene\xa0Lajous', 'Coley\xa0Andrews', 'Jim\xa0Southern', 'Ken\xa0Bowdon', 'Scott\xa0Alderman', 'Cregg\xa0Baumbaugh', 'Mitch\xa0Cohen', 'Richard\xa0Augustyn', 'Craig\xa0Burr ', 'Matthew\xa0Burr', 'William\xa0Cohan', 'Matt\xa0Diamond', 'Bill\xa0Egan ', 'Mark\xa0Egan ', 'Glenn\xa0Hubbard', 'Jim\xa0Johnson', 'Andy\xa0Love', 'Bob\xa0Oster ', 'Gerald\xa0Risk', 'Andrew\xa0Savin', 'Joe\xa0Topper', 'Maura\xa0Topper ', 'Jim\xa0Vesterman', 'Graham\xa0Weaver', 'Kent\xa0Weaver', 'Ashley\xa0Giesler', 'Greg\xa0Matthews', 'Grant\xa0Schafle', 'Larry\xa0Dunn', 'Brad\xa0Buser']",[]
333,Trent River Partners  ,Self Funded,20160513,"Toronto, ON, Canada",Acquired,All Weather Windows (now Ventana Windows & Doors Inc),20171001,871,http://www.trentriverpartners.com/,http://www.ventanawindowsanddoors.com/,Manufacturing,"Toronto, ON, Canada",['Ben\xa0McClure'],[],[]
334,Stellar Associates  ,Traditional,20160901,"London, United Kingdom",Acquired,Esprit Automation,20171001,492,http://stellarassociates.co.uk/,https://espritautomation.com/,Manufacturing,"Nottingham, UK",['Saquib\xa0Ansari '],"['Simon\xa0Webster', 'Scott\xa0Asen', 'Andrew\xa0Schemmel', 'Tushar\xa0Shah', 'Jose\xa0M Cabiedes ', 'Luis\xa0Cabiedes', 'Rob\xa0Johnson ', 'Maurice\xa0Pinto ', 'Will\xa0Thorndike', 'Bill\xa0Egan ', 'Peter\xa0Schober', 'Andrew\xa0Dixon ', 'Jürgen\xa0Rilling ', 'León\xa0Bartolomé ', 'Luis\xa0Navarro ']",['Michael\xa0Roberts']
335,Rogue Mountain LLC  ,Self Funded,20161015,"Denver, CO, United States",Acquired,RG Maintenance,20171001,533,www.roguemountainllc.com,https://www.rgmaintenanceco.com/,Business Services,"Littleton, CO, United States",['Andy\xa0Rougeot'],[],[]
336,Scout View Partners  ,Traditional,20160401,"Cleveland, OH, United States",Acquired,Integrated Precision Systems,20171001,442,http://scoutviewpartners.com/,www.ipsid.com/,Software,"Twinsburg, OH, USA",['Rob\xa0Jackson'],[],[]
